Subscriber	Time	CalledNo	Length	isLocal	isOutgoing	isRoaming
10007	2010-01-23 11:34:21	--------	68	true	true	true
10000	2010-01-23 12:06:54	--------	124	true	false	false
10009	2010-01-23 12:44:06	--------	140	true	true	false
10004	2010-01-23 15:50:06	--------	2429	true	false	false
10006	2010-01-23 15:59:24	--------	317	false	true	false
10006	2010-01-23 18:37:30	--------	80	true	false	false
10003	2010-01-23 18:51:27	--------	275	false	true	false
10003	2010-01-23 19:37:57	--------	150	false	true	false
10006	2010-01-23 19:56:33	--------	81	true	true	false
10010	2010-01-23 21:48:09	--------	196	true	true	false
10006	2010-01-23 22:48:36	--------	155	true	true	false
10005	2010-01-24 00:07:39	--------	63	true	true	false
10009	2010-01-24 00:40:12	--------	193	false	true	false
10003	2010-01-24 01:22:03	--------	79	true	true	false
10009	2010-01-24 01:26:42	--------	58	false	false	false
10000	2010-01-24 01:36:00	--------	234	true	true	false
10004	2010-01-24 05:23:51	--------	250	true	true	false
10009	2010-01-24 08:15:54	--------	128	true	true	false
10005	2010-01-24 10:02:51	--------	123	true	true	false
10006	2010-01-24 10:07:30	--------	66	true	true	true
10005	2010-01-24 11:59:06	--------	105	true	false	false
10008	2010-01-24 11:59:06	--------	103	true	true	false
10008	2010-01-24 13:22:48	--------	46	true	true	false
10001	2010-01-24 13:41:24	--------	61	true	true	false
10002	2010-01-24 13:41:24	--------	42	true	false	false
10000	2010-01-24 14:51:09	--------	128	false	true	false
10006	2010-01-24 15:09:45	--------	83	false	true	false
10007	2010-01-24 15:46:57	--------	29	true	true	false
10005	2010-01-24 16:05:33	--------	301	true	false	false
10000	2010-01-24 17:19:57	--------	3474	true	false	false
10004	2010-01-24 18:06:27	--------	97	true	false	false
10006	2010-01-24 18:11:06	--------	66	true	false	false
10006	2010-01-24 21:26:24	--------	208	true	true	true
10002	2010-01-24 21:31:03	--------	3408	true	true	false
10004	2010-01-24 23:04:03	--------	111	true	true	false
10003	2010-01-24 23:22:39	--------	264	true	false	false
10007	2010-01-25 00:46:21	--------	217	true	false	false
10006	2010-01-25 02:14:42	--------	206	true	false	false
10006	2010-01-25 03:10:30	--------	154	true	true	false
10005	2010-01-25 03:43:03	--------	201	false	true	false
10002	2010-01-25 04:34:12	--------	260	false	true	false
10009	2010-01-25 04:43:30	--------	271	true	true	false
10003	2010-01-25 07:26:15	--------	139	true	false	false
10001	2010-01-25 08:03:27	--------	176	true	false	false
10010	2010-01-25 08:45:18	--------	131	true	false	false
10006	2010-01-25 12:05:15	--------	130	true	false	false
10001	2010-01-25 13:24:18	--------	279	false	true	false
10002	2010-01-25 13:42:54	--------	228	true	false	false
10002	2010-01-25 13:52:12	--------	1800	true	false	false
10000	2010-01-25 13:56:51	--------	210	true	true	true
10009	2010-01-25 17:02:51	--------	55	true	false	false
10010	2010-01-25 17:02:51	--------	99	true	false	false
10006	2010-01-25 17:12:09	--------	2895	true	false	false
10006	2010-01-25 19:36:18	--------	195	false	true	false
10004	2010-01-25 19:50:15	--------	72	false	true	false
10005	2010-01-25 19:50:15	--------	154	false	true	false
10002	2010-01-25 21:09:18	--------	199	false	true	false
10007	2010-01-25 22:37:39	--------	196	true	false	false
10009	2010-01-26 03:21:18	--------	188	false	false	false
10006	2010-01-26 03:39:54	--------	3588	false	false	false
10001	2010-01-26 05:26:51	--------	195	true	true	false
10005	2010-01-26 08:23:33	--------	143	true	false	false
10010	2010-01-26 08:37:30	--------	2948	false	true	false
10004	2010-01-26 10:05:51	--------	204	false	false	false
10004	2010-01-26 14:21:36	--------	35	true	false	false
10003	2010-01-26 16:22:30	--------	47	false	true	false
10008	2010-01-26 16:41:06	--------	106	true	true	true
10009	2010-01-26 17:36:54	--------	2835	true	true	false
10009	2010-01-26 18:09:27	--------	255	false	false	true
10004	2010-01-26 18:46:39	--------	3176	true	false	true
10007	2010-01-26 19:14:33	--------	233	false	true	false
10002	2010-01-26 21:52:39	--------	41	true	false	false
10008	2010-01-26 23:21:00	--------	2473	true	false	false
10009	2010-01-26 23:58:12	--------	222	true	true	false
10008	2010-01-27 01:59:06	--------	106	true	false	false
10006	2010-01-27 02:45:36	--------	245	true	false	false
10004	2010-01-27 03:13:30	--------	28	true	false	false
10002	2010-01-27 04:55:48	--------	2113	true	true	false
10000	2010-01-27 05:23:42	--------	75	false	true	false
10000	2010-01-27 05:33:00	--------	262	true	true	false
10002	2010-01-27 06:38:06	--------	286	true	true	false
10001	2010-01-27 07:06:00	--------	215	true	false	false
10002	2010-01-27 07:33:54	--------	262	true	false	false
10006	2010-01-27 07:43:12	--------	47	false	false	false
10007	2010-01-27 08:15:45	--------	191	false	false	false
10009	2010-01-27 11:21:45	--------	63	true	false	false
10002	2010-01-27 11:26:24	--------	243	true	false	false
10006	2010-01-27 11:35:42	--------	95	true	false	false
10001	2010-01-27 13:08:42	--------	203	false	false	false
10008	2010-01-27 13:22:39	--------	270	true	true	false
10004	2010-01-27 13:27:18	--------	252	true	true	false
10002	2010-01-27 15:00:18	--------	153	true	true	false
10005	2010-01-27 16:24:00	--------	153	true	true	false
10008	2010-01-27 16:51:54	--------	245	true	true	false
10002	2010-01-27 17:01:12	--------	291	true	true	false
10000	2010-01-27 18:57:27	--------	171	true	false	false
10001	2010-01-27 18:57:27	--------	165	false	false	false
10004	2010-01-27 20:07:12	--------	298	true	true	false
10005	2010-01-27 20:49:03	--------	80	true	false	false
10010	2010-01-27 21:16:57	--------	256	true	true	false
10009	2010-01-27 21:58:48	--------	246	false	false	false
10005	2010-01-27 22:49:57	--------	162	true	false	false
10001	2010-01-27 23:08:33	--------	265	false	false	false
10001	2010-01-27 23:36:27	--------	52	true	true	false
10005	2010-01-28 01:04:48	--------	1374	true	true	false
10008	2010-01-28 03:33:36	--------	311	true	true	false
10007	2010-01-28 05:39:09	--------	178	true	false	false
10009	2010-01-28 05:39:09	--------	112	true	false	false
10008	2010-01-28 08:45:09	--------	315	true	false	false
10007	2010-01-28 09:13:03	--------	196	true	true	false
10010	2010-01-28 11:37:12	--------	193	true	false	false
10005	2010-01-28 12:14:24	--------	283	true	true	false
10007	2010-01-28 15:39:00	--------	150	true	false	false
10005	2010-01-28 16:58:03	--------	248	true	true	false
10001	2010-01-28 17:02:42	--------	273	true	false	false
10001	2010-01-28 18:03:09	--------	29	true	false	false
10009	2010-01-28 18:54:18	--------	100	true	true	false
10007	2010-01-28 19:50:06	--------	27	true	true	false
10002	2010-01-28 19:59:24	--------	1793	true	true	false
10003	2010-01-28 20:41:15	--------	217	false	false	false
10007	2010-01-28 23:00:45	--------	3378	false	true	false
10007	2010-01-28 23:24:00	--------	67	true	true	false
10007	2010-01-29 00:05:51	--------	60	true	true	false
10004	2010-01-29 00:29:06	--------	69	true	false	false
10006	2010-01-29 01:52:48	--------	280	true	false	false
10005	2010-01-29 02:02:06	--------	194	true	true	false
10001	2010-01-29 02:34:39	--------	1283	true	true	false
10010	2010-01-29 03:07:12	--------	245	true	false	false
10001	2010-01-29 03:11:51	--------	152	true	false	false
10002	2010-01-29 03:25:48	--------	20	true	true	false
10009	2010-01-29 04:40:12	--------	1770	true	true	false
10002	2010-01-29 05:12:45	--------	260	false	true	false
10004	2010-01-29 10:24:18	--------	120	true	true	false
10009	2010-01-29 11:34:03	--------	153	false	true	false
10004	2010-01-29 13:02:24	--------	3344	false	false	false
10005	2010-01-29 13:02:24	--------	262	true	true	false
10003	2010-01-29 14:02:51	--------	144	true	false	false
10006	2010-01-29 14:16:48	--------	114	true	false	true
10001	2010-01-29 16:17:42	--------	247	true	true	false
10007	2010-01-29 18:09:18	--------	206	true	false	false
10001	2010-01-29 19:14:24	--------	129	true	true	false
10002	2010-01-29 20:19:30	--------	25	true	false	false
10005	2010-01-30 01:35:42	--------	314	false	false	false
10009	2010-01-30 01:40:21	--------	1645	true	true	false
10004	2010-01-30 03:04:03	--------	2410	true	false	false
10004	2010-01-30 03:36:36	--------	290	true	true	false
10005	2010-01-30 03:36:36	--------	1758	true	false	false
10008	2010-01-30 04:46:21	--------	117	true	true	false
10007	2010-01-30 05:00:18	--------	91	true	true	false
10010	2010-01-30 08:10:57	--------	32	true	true	false
10001	2010-01-30 08:24:54	--------	231	false	false	false
10001	2010-01-30 09:34:39	--------	268	true	false	false
10003	2010-01-30 10:35:06	--------	106	true	false	false
10001	2010-01-30 11:26:15	--------	201	true	true	false
10004	2010-01-30 11:44:51	--------	2724	false	false	false
10010	2010-01-30 12:12:45	--------	177	true	true	false
10007	2010-01-30 12:59:15	--------	254	true	true	false
10004	2010-01-30 13:31:48	--------	67	false	false	true
10004	2010-01-30 14:18:18	--------	155	true	false	false
10004	2010-01-30 15:09:27	--------	318	true	false	false
10007	2010-01-30 16:09:54	--------	131	true	true	false
10002	2010-01-30 17:47:33	--------	147	true	false	false
10001	2010-01-30 18:29:24	--------	178	true	false	false
10008	2010-01-30 19:29:51	--------	240	true	true	false
10000	2010-01-31 02:00:27	--------	47	true	true	false
10003	2010-01-31 02:09:45	--------	39	true	true	false
10002	2010-01-31 02:23:42	--------	250	false	false	false
10003	2010-01-31 03:42:45	--------	284	false	true	false
10010	2010-01-31 04:19:57	--------	58	false	true	false
10001	2010-01-31 05:29:42	--------	178	true	true	false
10008	2010-01-31 05:52:57	--------	66	true	false	false
10005	2010-01-31 06:53:24	--------	127	true	false	false
10007	2010-01-31 07:35:15	--------	35	false	false	false
10002	2010-01-31 09:12:54	--------	92	true	false	false
10005	2010-01-31 10:59:51	--------	89	true	false	true
10001	2010-01-31 11:32:24	--------	154	true	false	false
10005	2010-01-31 12:14:15	--------	36	true	false	true
10007	2010-01-31 13:10:03	--------	301	true	false	false
10000	2010-01-31 13:33:18	--------	156	true	true	false
10008	2010-01-31 14:52:21	--------	269	true	false	false
10001	2010-01-31 15:01:39	--------	309	true	true	false
10009	2010-01-31 18:12:18	--------	168	false	true	false
10000	2010-01-31 20:13:12	--------	302	false	false	false
10000	2010-01-31 21:50:51	--------	228	true	false	false
10000	2010-01-31 21:55:30	--------	265	true	false	false
10009	2010-01-31 23:23:51	--------	297	false	false	true
