CODE	DT	CL
711408	2009-01-06 00:00:00	8.12
711455	2009-01-06 00:00:00	48.73
711481	2009-01-06 00:00:00	31.88
711514	2009-01-06 00:00:00	40.33
711533	2009-01-06 00:00:00	248.1
711606	2009-01-06 00:00:00	22.36
711616	2009-01-06 00:00:00	39.83
711650	2009-01-06 00:00:00	41.04
711754	2009-01-06 00:00:00	39.06
711793	2009-01-06 00:00:00	38.42
711796	2009-01-06 00:00:00	5.25
711813	2009-01-06 00:00:00	2.6
711945	2009-01-06 00:00:00	165.6
711953	2009-01-06 00:00:00	43.01
711954	2009-01-06 00:00:00	33.8
711969	2009-01-06 00:00:00	63.78
720009	2009-01-06 00:00:00	35.34
720030	2009-01-06 00:00:00	41.83
720049	2009-01-06 00:00:00	38.99
720109	2009-01-06 00:00:00	94.0
720111	2009-01-06 00:00:00	15.91
720122	2009-01-06 00:00:00	5.43
720140	2009-01-06 00:00:00	48.7
720141	2009-01-06 00:00:00	214.78
720151	2009-01-06 00:00:00	222.22
720172	2009-01-06 00:00:00	28.75
720175	2009-01-06 00:00:00	157.22
720201	2009-01-06 00:00:00	16.46
720217	2009-01-06 00:00:00	15.26
720227	2009-01-06 00:00:00	44.13
720240	2009-01-06 00:00:00	3.12
720272	2009-01-06 00:00:00	2.8
720287	2009-01-06 00:00:00	23.62
720303	2009-01-06 00:00:00	10.96
720313	2009-01-06 00:00:00	158.68
720330	2009-01-06 00:00:00	6.87
720344	2009-01-06 00:00:00	16.56
720434	2009-01-06 00:00:00	59.9
720438	2009-01-06 00:00:00	53.02
720439	2009-01-06 00:00:00	41.46
720441	2009-01-06 00:00:00	47.83
720451	2009-01-06 00:00:00	166.04
720505	2009-01-06 00:00:00	251.68
720523	2009-01-06 00:00:00	32.48
720556	2009-01-06 00:00:00	29.21
720637	2009-01-06 00:00:00	43.48
720691	2009-01-06 00:00:00	23.7
720718	2009-01-06 00:00:00	25.72
720758	2009-01-06 00:00:00	54.74
720774	2009-01-06 00:00:00	164.94
720821	2009-01-06 00:00:00	38.62
720931	2009-01-06 00:00:00	123.14
720971	2009-01-06 00:00:00	31.6
720989	2009-01-06 00:00:00	74.4
720992	2009-01-06 00:00:00	46.06
730010	2009-01-06 00:00:00	9.35
730016	2009-01-06 00:00:00	52.92
730024	2009-01-06 00:00:00	202.2
730028	2009-01-06 00:00:00	43.05
730074	2009-01-06 00:00:00	19.41
730093	2009-01-06 00:00:00	51.55
730102	2009-01-06 00:00:00	47.6
730110	2009-01-06 00:00:00	29.37
730116	2009-01-06 00:00:00	84.86
730135	2009-01-06 00:00:00	13.46
730215	2009-01-06 00:00:00	0.99
730292	2009-01-06 00:00:00	47.48
730331	2009-01-06 00:00:00	38.45
730349	2009-01-06 00:00:00	38.36
730401	2009-01-06 00:00:00	18.32
730429	2009-01-06 00:00:00	6.33
730458	2009-01-06 00:00:00	94.09
730466	2009-01-06 00:00:00	2.99
730488	2009-01-06 00:00:00	51.86
730515	2009-01-06 00:00:00	62.82
730572	2009-01-06 00:00:00	20.9
730623	2009-01-06 00:00:00	32.24
730627	2009-01-06 00:00:00	47.05
730650	2009-01-06 00:00:00	178.66
730655	2009-01-06 00:00:00	44.53
730659	2009-01-06 00:00:00	15.98
730664	2009-01-06 00:00:00	163.32
730668	2009-01-06 00:00:00	49.56
730690	2009-01-06 00:00:00	41.26
730727	2009-01-06 00:00:00	19.31
730734	2009-01-06 00:00:00	43.45
900229	2009-01-06 00:00:00	140.85
900256	2009-01-06 00:00:00	36.24
900257	2009-01-06 00:00:00	15.98
900273	2009-01-06 00:00:00	237.64
900313	2009-01-06 00:00:00	35.91
900329	2009-01-06 00:00:00	235.62
900358	2009-01-06 00:00:00	6.71
900491	2009-01-06 00:00:00	3.99
900520	2009-01-06 00:00:00	28.02
900522	2009-01-06 00:00:00	32.83
900557	2009-01-06 00:00:00	36.56
900601	2009-01-06 00:00:00	15.78
900608	2009-01-06 00:00:00	88.76
900663	2009-01-06 00:00:00	73.85
900668	2009-01-06 00:00:00	138.68
900674	2009-01-06 00:00:00	60.81
900697	2009-01-06 00:00:00	183.82
900698	2009-01-06 00:00:00	59.87
900733	2009-01-06 00:00:00	26.08
900751	2009-01-06 00:00:00	2.76
900756	2009-01-06 00:00:00	71.65
900825	2009-01-06 00:00:00	19.36
900875	2009-01-06 00:00:00	5.66
900971	2009-01-06 00:00:00	17.43
900972	2009-01-06 00:00:00	18.98
900974	2009-01-06 00:00:00	2.42
900986	2009-01-06 00:00:00	109.72
900987	2009-01-06 00:00:00	297.88
001001	2009-01-07 00:00:00	3.53
001026	2009-01-07 00:00:00	1.9
001028	2009-01-07 00:00:00	18.37
001070	2009-01-07 00:00:00	15.27
001107	2009-01-07 00:00:00	3.79
001134	2009-01-07 00:00:00	12.73
001137	2009-01-07 00:00:00	50.99
001147	2009-01-07 00:00:00	17.64
001206	2009-01-07 00:00:00	13.95
001213	2009-01-07 00:00:00	34.72
001228	2009-01-07 00:00:00	9.49
001236	2009-01-07 00:00:00	112.17
001242	2009-01-07 00:00:00	17.48
001247	2009-01-07 00:00:00	24.73
001252	2009-01-07 00:00:00	17.3
001259	2009-01-07 00:00:00	27.17
001287	2009-01-07 00:00:00	216.63
001298	2009-01-07 00:00:00	8.95
001326	2009-01-07 00:00:00	104.63
001344	2009-01-07 00:00:00	32.78
001350	2009-01-07 00:00:00	50.11
001370	2009-01-07 00:00:00	73.37
001414	2009-01-07 00:00:00	28.75
001437	2009-01-07 00:00:00	34.24
001457	2009-01-07 00:00:00	15.34
001495	2009-01-07 00:00:00	37.59
001504	2009-01-07 00:00:00	25.22
001508	2009-01-07 00:00:00	6.99
001560	2009-01-07 00:00:00	4.09
001640	2009-01-07 00:00:00	76.15
001669	2009-01-07 00:00:00	167.92
001671	2009-01-07 00:00:00	55.62
001703	2009-01-07 00:00:00	48.06
001704	2009-01-07 00:00:00	18.99
001709	2009-01-07 00:00:00	233.02
001740	2009-01-07 00:00:00	2.57
001762	2009-01-07 00:00:00	50.93
001788	2009-01-07 00:00:00	25.37
001795	2009-01-07 00:00:00	13.68
001808	2009-01-07 00:00:00	12.37
001825	2009-01-07 00:00:00	22.72
001836	2009-01-07 00:00:00	29.14
001875	2009-01-07 00:00:00	52.17
001892	2009-01-07 00:00:00	33.81
001905	2009-01-07 00:00:00	7.96
001912	2009-01-07 00:00:00	6.66
001948	2009-01-07 00:00:00	54.16
001981	2009-01-07 00:00:00	3.54
001992	2009-01-07 00:00:00	9.43
001998	2009-01-07 00:00:00	72.61
100005	2009-01-07 00:00:00	13.21
100011	2009-01-07 00:00:00	9.25
100046	2009-01-07 00:00:00	3.77
100075	2009-01-07 00:00:00	49.99
100080	2009-01-07 00:00:00	34.68
100125	2009-01-07 00:00:00	25.28
100137	2009-01-07 00:00:00	9.43
100140	2009-01-07 00:00:00	47.28
100208	2009-01-07 00:00:00	1.8
100218	2009-01-07 00:00:00	4.24
100220	2009-01-07 00:00:00	59.88
100239	2009-01-07 00:00:00	17.7
100250	2009-01-07 00:00:00	19.51
100271	2009-01-07 00:00:00	197.04
100282	2009-01-07 00:00:00	222.61
100293	2009-01-07 00:00:00	7.65
100298	2009-01-07 00:00:00	20.58
100330	2009-01-07 00:00:00	100.85
100378	2009-01-07 00:00:00	107.02
100405	2009-01-07 00:00:00	48.24
100413	2009-01-07 00:00:00	41.92
100434	2009-01-07 00:00:00	41.48
100436	2009-01-07 00:00:00	270.17
100466	2009-01-07 00:00:00	47.47
100501	2009-01-07 00:00:00	38.9
100517	2009-01-07 00:00:00	201.88
129372	2009-01-07 00:00:00	28.73
129373	2009-01-07 00:00:00	42.51
129379	2009-01-07 00:00:00	2.52
129382	2009-01-07 00:00:00	53.99
129397	2009-01-07 00:00:00	28.7
129401	2009-01-07 00:00:00	3.14
129402	2009-01-07 00:00:00	8.55
129457	2009-01-07 00:00:00	36.83
129488	2009-01-07 00:00:00	43.56
129547	2009-01-07 00:00:00	7.75
129551	2009-01-07 00:00:00	14.94
129578	2009-01-07 00:00:00	35.46
129623	2009-01-07 00:00:00	2.4
129625	2009-01-07 00:00:00	180.94
129627	2009-01-07 00:00:00	7.67
129663	2009-01-07 00:00:00	1.61
129677	2009-01-07 00:00:00	19.92
129684	2009-01-07 00:00:00	42.04
129688	2009-01-07 00:00:00	39.0
129702	2009-01-07 00:00:00	40.94
129797	2009-01-07 00:00:00	9.54
129808	2009-01-07 00:00:00	54.32
129869	2009-01-07 00:00:00	30.11
129915	2009-01-07 00:00:00	33.82
129926	2009-01-07 00:00:00	28.45
129950	2009-01-07 00:00:00	2.09
129976	2009-01-07 00:00:00	34.82
129980	2009-01-07 00:00:00	50.93
129995	2009-01-07 00:00:00	203.94
201010	2009-01-07 00:00:00	40.37
201051	2009-01-07 00:00:00	2.75
201072	2009-01-07 00:00:00	39.05
201097	2009-01-07 00:00:00	26.34
201116	2009-01-07 00:00:00	139.94
201164	2009-01-07 00:00:00	39.6
201173	2009-01-07 00:00:00	22.43
201214	2009-01-07 00:00:00	112.19
201221	2009-01-07 00:00:00	22.97
201234	2009-01-07 00:00:00	26.82
201237	2009-01-07 00:00:00	147.31
201245	2009-01-07 00:00:00	35.42
201263	2009-01-07 00:00:00	51.47
201304	2009-01-07 00:00:00	2.2
201355	2009-01-07 00:00:00	47.72
201383	2009-01-07 00:00:00	33.12
201390	2009-01-07 00:00:00	3.59
201403	2009-01-07 00:00:00	6.78
201430	2009-01-07 00:00:00	33.91
201431	2009-01-07 00:00:00	98.28
201463	2009-01-07 00:00:00	25.67
201473	2009-01-07 00:00:00	51.86
201570	2009-01-07 00:00:00	53.18
201609	2009-01-07 00:00:00	9.52
201695	2009-01-07 00:00:00	7.35
201696	2009-01-07 00:00:00	177.62
201713	2009-01-07 00:00:00	39.15
201745	2009-01-07 00:00:00	5.47
201763	2009-01-07 00:00:00	44.39
201792	2009-01-07 00:00:00	6.34
201829	2009-01-07 00:00:00	43.05
201894	2009-01-07 00:00:00	15.97
201907	2009-01-07 00:00:00	13.35
201915	2009-01-07 00:00:00	26.1
201918	2009-01-07 00:00:00	58.6
201963	2009-01-07 00:00:00	20.53
310011	2009-01-07 00:00:00	45.05
310024	2009-01-07 00:00:00	3.53
310049	2009-01-07 00:00:00	57.22
310077	2009-01-07 00:00:00	16.16
310090	2009-01-07 00:00:00	25.92
310102	2009-01-07 00:00:00	22.18
310105	2009-01-07 00:00:00	21.82
310128	2009-01-07 00:00:00	16.35
310139	2009-01-07 00:00:00	51.29
310148	2009-01-07 00:00:00	38.87
310206	2009-01-07 00:00:00	28.39
310222	2009-01-07 00:00:00	6.2
310256	2009-01-07 00:00:00	37.33
310273	2009-01-07 00:00:00	36.25
310332	2009-01-07 00:00:00	16.47
310338	2009-01-07 00:00:00	20.09
310369	2009-01-07 00:00:00	26.09
310386	2009-01-07 00:00:00	203.98
310412	2009-01-07 00:00:00	17.94
310455	2009-01-07 00:00:00	35.86
310484	2009-01-07 00:00:00	16.42
310509	2009-01-07 00:00:00	42.17
310526	2009-01-07 00:00:00	2.5
310533	2009-01-07 00:00:00	6.37
310553	2009-01-07 00:00:00	1.73
310564	2009-01-07 00:00:00	260.45
310567	2009-01-07 00:00:00	35.85
310593	2009-01-07 00:00:00	32.63
310613	2009-01-07 00:00:00	35.54
310636	2009-01-07 00:00:00	12.47
310660	2009-01-07 00:00:00	37.34
310674	2009-01-07 00:00:00	40.5
310759	2009-01-07 00:00:00	9.89
310774	2009-01-07 00:00:00	39.9
310806	2009-01-07 00:00:00	11.6
310871	2009-01-07 00:00:00	66.08
310906	2009-01-07 00:00:00	35.84
310910	2009-01-07 00:00:00	42.8
500013	2009-01-07 00:00:00	21.01
600692	2009-01-07 00:00:00	29.62
600703	2009-01-07 00:00:00	28.78
600706	2009-01-07 00:00:00	31.61
600710	2009-01-07 00:00:00	27.2
600719	2009-01-07 00:00:00	32.75
600915	2009-01-07 00:00:00	12.57
600918	2009-01-07 00:00:00	98.02
600986	2009-01-07 00:00:00	36.7
600992	2009-01-07 00:00:00	32.26
700028	2009-01-07 00:00:00	22.71
700051	2009-01-07 00:00:00	12.51
700056	2009-01-07 00:00:00	95.9
700071	2009-01-07 00:00:00	16.69
700073	2009-01-07 00:00:00	104.49
700110	2009-01-07 00:00:00	52.73
700129	2009-01-07 00:00:00	33.45
700162	2009-01-07 00:00:00	34.4
700182	2009-01-07 00:00:00	19.52
700200	2009-01-07 00:00:00	38.94
700231	2009-01-07 00:00:00	10.87
700304	2009-01-07 00:00:00	21.91
700314	2009-01-07 00:00:00	116.29
700348	2009-01-07 00:00:00	48.41
700361	2009-01-07 00:00:00	10.37
700365	2009-01-07 00:00:00	8.64
700392	2009-01-07 00:00:00	33.6
700450	2009-01-07 00:00:00	22.59
700456	2009-01-07 00:00:00	75.68
700554	2009-01-07 00:00:00	8.41
700561	2009-01-07 00:00:00	38.47
700584	2009-01-07 00:00:00	17.66
700601	2009-01-07 00:00:00	4.23
700760	2009-01-07 00:00:00	72.11
700778	2009-01-07 00:00:00	48.66
700791	2009-01-07 00:00:00	42.51
700807	2009-01-07 00:00:00	6.5
700834	2009-01-07 00:00:00	47.19
700862	2009-01-07 00:00:00	116.54
700909	2009-01-07 00:00:00	14.31
700964	2009-01-07 00:00:00	30.56
701003	2009-01-07 00:00:00	248.15
701063	2009-01-07 00:00:00	39.65
701081	2009-01-07 00:00:00	75.24
701088	2009-01-07 00:00:00	190.15
701093	2009-01-07 00:00:00	41.6
701112	2009-01-07 00:00:00	45.36
701165	2009-01-07 00:00:00	29.13
701185	2009-01-07 00:00:00	20.23
701187	2009-01-07 00:00:00	1.79
701265	2009-01-07 00:00:00	20.44
701278	2009-01-07 00:00:00	40.6
701314	2009-01-07 00:00:00	34.28
701347	2009-01-07 00:00:00	17.58
701358	2009-01-07 00:00:00	7.78
701366	2009-01-07 00:00:00	12.13
701494	2009-01-07 00:00:00	11.73
701515	2009-01-07 00:00:00	31.65
701518	2009-01-07 00:00:00	19.68
701549	2009-01-07 00:00:00	14.07
701563	2009-01-07 00:00:00	62.26
701604	2009-01-07 00:00:00	33.6
701623	2009-01-07 00:00:00	26.73
701626	2009-01-07 00:00:00	8.87
701660	2009-01-07 00:00:00	56.35
701687	2009-01-07 00:00:00	48.92
701721	2009-01-07 00:00:00	73.56
701730	2009-01-07 00:00:00	1.65
701766	2009-01-07 00:00:00	27.64
701776	2009-01-07 00:00:00	27.05
701778	2009-01-07 00:00:00	168.29
701780	2009-01-07 00:00:00	42.38
701784	2009-01-07 00:00:00	84.86
701792	2009-01-07 00:00:00	43.03
701801	2009-01-07 00:00:00	8.77
701818	2009-01-07 00:00:00	28.88
701876	2009-01-07 00:00:00	17.58
701903	2009-01-07 00:00:00	87.25
701910	2009-01-07 00:00:00	15.35
701922	2009-01-07 00:00:00	25.98
701937	2009-01-07 00:00:00	141.6
701946	2009-01-07 00:00:00	40.21
701955	2009-01-07 00:00:00	39.15
710036	2009-01-07 00:00:00	113.03
710069	2009-01-07 00:00:00	24.82
710070	2009-01-07 00:00:00	63.53
710128	2009-01-07 00:00:00	115.79
710166	2009-01-07 00:00:00	284.25
710212	2009-01-07 00:00:00	22.78
710251	2009-01-07 00:00:00	20.86
710260	2009-01-07 00:00:00	5.66
710283	2009-01-07 00:00:00	28.99
710300	2009-01-07 00:00:00	47.21
710355	2009-01-07 00:00:00	139.72
710409	2009-01-07 00:00:00	18.85
710424	2009-01-07 00:00:00	49.58
710431	2009-01-07 00:00:00	18.52
710449	2009-01-07 00:00:00	72.8
710463	2009-01-07 00:00:00	15.64
710495	2009-01-07 00:00:00	35.38
710519	2009-01-07 00:00:00	12.76
710543	2009-01-07 00:00:00	155.6
710559	2009-01-07 00:00:00	115.21
710579	2009-01-07 00:00:00	7.96
710642	2009-01-07 00:00:00	128.5
730655	2009-01-07 00:00:00	45.35
730659	2009-01-07 00:00:00	17.0
730664	2009-01-07 00:00:00	171.12
730668	2009-01-07 00:00:00	53.64
730690	2009-01-07 00:00:00	38.25
730727	2009-01-07 00:00:00	17.92
730734	2009-01-07 00:00:00	46.22
730774	2009-01-07 00:00:00	126.44
730796	2009-01-07 00:00:00	63.89
730827	2009-01-07 00:00:00	36.13
730862	2009-01-07 00:00:00	12.29
730898	2009-01-07 00:00:00	80.83
730913	2009-01-07 00:00:00	44.95
730946	2009-01-07 00:00:00	21.59
730956	2009-01-07 00:00:00	46.98
730987	2009-01-07 00:00:00	11.48
735010	2009-01-07 00:00:00	39.62
735026	2009-01-07 00:00:00	6.1
735032	2009-01-07 00:00:00	31.8
735088	2009-01-07 00:00:00	48.01
735105	2009-01-07 00:00:00	91.59
735182	2009-01-07 00:00:00	26.0
735190	2009-01-07 00:00:00	11.16
735202	2009-01-07 00:00:00	2.65
735216	2009-01-07 00:00:00	42.4
735261	2009-01-07 00:00:00	16.9
735296	2009-01-07 00:00:00	5.02
735314	2009-01-07 00:00:00	31.18
735321	2009-01-07 00:00:00	7.66
735370	2009-01-07 00:00:00	30.43
735426	2009-01-07 00:00:00	62.83
735473	2009-01-07 00:00:00	13.66
735480	2009-01-07 00:00:00	14.18
735498	2009-01-07 00:00:00	51.15
735521	2009-01-07 00:00:00	34.19
735524	2009-01-07 00:00:00	175.57
735540	2009-01-07 00:00:00	33.52
735571	2009-01-07 00:00:00	16.22
735574	2009-01-07 00:00:00	19.91
735588	2009-01-07 00:00:00	6.28
735604	2009-01-07 00:00:00	49.8
735647	2009-01-07 00:00:00	1.02
735671	2009-01-07 00:00:00	46.34
735680	2009-01-07 00:00:00	22.41
735700	2009-01-07 00:00:00	14.31
735720	2009-01-07 00:00:00	5.26
735725	2009-01-07 00:00:00	52.53
735727	2009-01-07 00:00:00	50.52
735739	2009-01-07 00:00:00	48.14
735775	2009-01-07 00:00:00	32.15
735796	2009-01-07 00:00:00	34.73
735800	2009-01-07 00:00:00	14.63
735830	2009-01-07 00:00:00	48.02
735857	2009-01-07 00:00:00	22.25
735859	2009-01-07 00:00:00	28.26
735872	2009-01-07 00:00:00	51.45
735878	2009-01-07 00:00:00	36.68
735952	2009-01-07 00:00:00	152.05
737053	2009-01-07 00:00:00	19.62
737097	2009-01-07 00:00:00	87.93
737113	2009-01-07 00:00:00	259.42
737127	2009-01-07 00:00:00	18.73
737168	2009-01-07 00:00:00	21.18
737190	2009-01-07 00:00:00	37.59
737213	2009-01-07 00:00:00	7.24
737214	2009-01-07 00:00:00	27.78
737258	2009-01-07 00:00:00	17.02
737310	2009-01-07 00:00:00	12.38
737313	2009-01-07 00:00:00	111.17
737410	2009-01-07 00:00:00	38.3
737427	2009-01-07 00:00:00	12.84
737428	2009-01-07 00:00:00	41.71
737432	2009-01-07 00:00:00	15.04
737473	2009-01-07 00:00:00	32.47
737502	2009-01-07 00:00:00	33.3
737521	2009-01-07 00:00:00	32.29
737527	2009-01-07 00:00:00	29.36
737622	2009-01-07 00:00:00	188.3
737627	2009-01-07 00:00:00	232.01
737631	2009-01-07 00:00:00	32.01
737647	2009-01-07 00:00:00	68.3
737672	2009-01-07 00:00:00	11.51
737699	2009-01-07 00:00:00	5.09
737718	2009-01-07 00:00:00	129.63
737722	2009-01-07 00:00:00	157.52
737738	2009-01-07 00:00:00	30.64
737750	2009-01-07 00:00:00	46.19
737751	2009-01-07 00:00:00	4.81
737757	2009-01-07 00:00:00	22.1
737763	2009-01-07 00:00:00	133.97
737775	2009-01-07 00:00:00	7.91
737819	2009-01-07 00:00:00	224.11
737825	2009-01-07 00:00:00	29.23
737833	2009-01-07 00:00:00	3.85
737851	2009-01-07 00:00:00	1.9
737870	2009-01-07 00:00:00	20.37
737924	2009-01-07 00:00:00	39.38
737989	2009-01-07 00:00:00	33.56
737991	2009-01-07 00:00:00	30.54
900012	2009-01-07 00:00:00	33.07
900016	2009-01-07 00:00:00	27.31
900079	2009-01-07 00:00:00	21.92
900086	2009-01-07 00:00:00	31.97
900102	2009-01-07 00:00:00	153.4
100405	2009-01-08 00:00:00	50.7
100413	2009-01-08 00:00:00	37.72
100434	2009-01-08 00:00:00	43.86
100436	2009-01-08 00:00:00	289.71
100466	2009-01-08 00:00:00	43.83
100501	2009-01-08 00:00:00	37.59
100517	2009-01-08 00:00:00	187.14
100554	2009-01-08 00:00:00	237.83
100574	2009-01-08 00:00:00	137.21
100595	2009-01-08 00:00:00	1.05
100606	2009-01-08 00:00:00	46.81
100660	2009-01-08 00:00:00	34.47
100679	2009-01-08 00:00:00	27.36
100696	2009-01-08 00:00:00	49.99
100713	2009-01-08 00:00:00	39.8
100737	2009-01-08 00:00:00	20.56
100775	2009-01-08 00:00:00	25.52
100801	2009-01-08 00:00:00	6.66
100850	2009-01-08 00:00:00	24.48
100896	2009-01-08 00:00:00	22.15
100934	2009-01-08 00:00:00	35.08
100935	2009-01-08 00:00:00	19.96
100936	2009-01-08 00:00:00	21.66
100948	2009-01-08 00:00:00	7.06
100954	2009-01-08 00:00:00	55.29
100979	2009-01-08 00:00:00	36.45
110023	2009-01-08 00:00:00	12.26
110043	2009-01-08 00:00:00	51.48
110063	2009-01-08 00:00:00	39.94
110104	2009-01-08 00:00:00	114.17
110116	2009-01-08 00:00:00	32.11
110122	2009-01-08 00:00:00	45.04
110128	2009-01-08 00:00:00	74.43
110162	2009-01-08 00:00:00	24.69
110187	2009-01-08 00:00:00	33.88
110330	2009-01-08 00:00:00	1.98
110334	2009-01-08 00:00:00	18.57
110350	2009-01-08 00:00:00	25.93
110375	2009-01-08 00:00:00	21.47
110479	2009-01-08 00:00:00	29.21
110501	2009-01-08 00:00:00	12.26
110536	2009-01-08 00:00:00	245.64
110538	2009-01-08 00:00:00	42.48
110604	2009-01-08 00:00:00	35.01
110651	2009-01-08 00:00:00	3.66
110675	2009-01-08 00:00:00	20.04
110724	2009-01-08 00:00:00	4.25
110820	2009-01-08 00:00:00	26.2
110838	2009-01-08 00:00:00	100.95
110841	2009-01-08 00:00:00	29.12
110896	2009-01-08 00:00:00	4.73
110914	2009-01-08 00:00:00	19.74
110921	2009-01-08 00:00:00	46.26
110987	2009-01-08 00:00:00	15.48
110992	2009-01-08 00:00:00	25.92
120019	2009-01-08 00:00:00	2.17
120029	2009-01-08 00:00:00	32.07
120059	2009-01-08 00:00:00	60.0
120089	2009-01-08 00:00:00	58.55
120123	2009-01-08 00:00:00	12.82
120136	2009-01-08 00:00:00	46.89
120141	2009-01-08 00:00:00	36.03
120170	2009-01-08 00:00:00	181.47
120243	2009-01-08 00:00:00	16.36
120319	2009-01-08 00:00:00	1.44
120343	2009-01-08 00:00:00	21.13
120344	2009-01-08 00:00:00	250.36
120355	2009-01-08 00:00:00	26.74
120414	2009-01-08 00:00:00	215.87
120439	2009-01-08 00:00:00	194.7
120484	2009-01-08 00:00:00	7.29
120528	2009-01-08 00:00:00	47.53
120533	2009-01-08 00:00:00	273.02
120584	2009-01-08 00:00:00	28.08
120607	2009-01-08 00:00:00	45.18
120626	2009-01-08 00:00:00	29.85
120630	2009-01-08 00:00:00	30.57
120642	2009-01-08 00:00:00	22.97
120657	2009-01-08 00:00:00	37.57
120661	2009-01-08 00:00:00	45.97
120696	2009-01-08 00:00:00	29.67
120707	2009-01-08 00:00:00	39.22
120729	2009-01-08 00:00:00	48.01
120750	2009-01-08 00:00:00	18.36
120753	2009-01-08 00:00:00	30.22
120777	2009-01-08 00:00:00	15.22
120822	2009-01-08 00:00:00	31.6
120850	2009-01-08 00:00:00	6.27
120906	2009-01-08 00:00:00	49.97
120917	2009-01-08 00:00:00	15.62
120961	2009-01-08 00:00:00	45.13
120971	2009-01-08 00:00:00	57.22
129021	2009-01-08 00:00:00	210.89
129025	2009-01-08 00:00:00	14.73
129030	2009-01-08 00:00:00	15.44
129040	2009-01-08 00:00:00	76.55
129065	2009-01-08 00:00:00	16.42
129077	2009-01-08 00:00:00	18.51
129093	2009-01-08 00:00:00	1.99
129095	2009-01-08 00:00:00	22.87
129097	2009-01-08 00:00:00	19.6
129098	2009-01-08 00:00:00	2.11
129205	2009-01-08 00:00:00	0.88
129211	2009-01-08 00:00:00	121.43
310759	2009-01-08 00:00:00	10.75
310774	2009-01-08 00:00:00	40.25
310806	2009-01-08 00:00:00	12.15
310871	2009-01-08 00:00:00	59.47
310906	2009-01-08 00:00:00	36.3
310910	2009-01-08 00:00:00	43.25
500013	2009-01-08 00:00:00	19.57
500052	2009-01-08 00:00:00	274.11
500089	2009-01-08 00:00:00	6.31
500105	2009-01-08 00:00:00	17.94
500106	2009-01-08 00:00:00	44.82
500120	2009-01-08 00:00:00	33.23
500161	2009-01-08 00:00:00	54.15
500193	2009-01-08 00:00:00	125.82
500224	2009-01-08 00:00:00	0.99
500234	2009-01-08 00:00:00	31.12
500266	2009-01-08 00:00:00	100.26
500283	2009-01-08 00:00:00	4.84
500290	2009-01-08 00:00:00	2.58
500357	2009-01-08 00:00:00	93.56
500364	2009-01-08 00:00:00	11.09
500453	2009-01-08 00:00:00	21.38
500511	2009-01-08 00:00:00	17.64
500542	2009-01-08 00:00:00	15.77
500587	2009-01-08 00:00:00	10.82
500589	2009-01-08 00:00:00	43.93
500632	2009-01-08 00:00:00	11.98
500679	2009-01-08 00:00:00	148.87
500680	2009-01-08 00:00:00	43.25
500701	2009-01-08 00:00:00	40.86
500735	2009-01-08 00:00:00	31.96
500749	2009-01-08 00:00:00	33.93
500753	2009-01-08 00:00:00	33.45
500787	2009-01-08 00:00:00	23.18
500794	2009-01-08 00:00:00	9.85
500805	2009-01-08 00:00:00	36.71
500823	2009-01-08 00:00:00	29.47
500835	2009-01-08 00:00:00	22.04
500845	2009-01-08 00:00:00	33.44
500861	2009-01-08 00:00:00	40.71
500898	2009-01-08 00:00:00	170.64
500933	2009-01-08 00:00:00	8.36
500950	2009-01-08 00:00:00	51.64
500954	2009-01-08 00:00:00	36.3
500989	2009-01-08 00:00:00	78.04
550129	2009-01-08 00:00:00	135.48
550131	2009-01-08 00:00:00	217.22
550146	2009-01-08 00:00:00	16.73
550147	2009-01-08 00:00:00	8.67
550152	2009-01-08 00:00:00	141.24
550166	2009-01-08 00:00:00	2.66
550173	2009-01-08 00:00:00	21.78
550274	2009-01-08 00:00:00	8.06
550313	2009-01-08 00:00:00	271.2
550363	2009-01-08 00:00:00	41.78
550421	2009-01-08 00:00:00	31.76
550435	2009-01-08 00:00:00	32.14
550446	2009-01-08 00:00:00	11.33
550454	2009-01-08 00:00:00	81.58
550482	2009-01-08 00:00:00	225.89
550610	2009-01-08 00:00:00	6.8
550612	2009-01-08 00:00:00	33.88
550622	2009-01-08 00:00:00	50.77
550652	2009-01-08 00:00:00	15.05
550672	2009-01-08 00:00:00	162.5
550674	2009-01-08 00:00:00	13.03
550675	2009-01-08 00:00:00	20.54
550709	2009-01-08 00:00:00	36.25
550714	2009-01-08 00:00:00	24.02
550766	2009-01-08 00:00:00	15.03
550771	2009-01-08 00:00:00	15.03
550794	2009-01-08 00:00:00	11.9
550823	2009-01-08 00:00:00	17.94
550955	2009-01-08 00:00:00	165.14
550956	2009-01-08 00:00:00	45.35
550962	2009-01-08 00:00:00	50.96
550967	2009-01-08 00:00:00	41.71
550978	2009-01-08 00:00:00	13.66
550990	2009-01-08 00:00:00	44.24
550992	2009-01-08 00:00:00	176.76
600001	2009-01-08 00:00:00	1.33
600039	2009-01-08 00:00:00	31.35
600045	2009-01-08 00:00:00	31.7
600066	2009-01-08 00:00:00	43.72
600076	2009-01-08 00:00:00	25.56
600092	2009-01-08 00:00:00	13.96
600099	2009-01-08 00:00:00	47.1
600123	2009-01-08 00:00:00	33.04
600149	2009-01-08 00:00:00	20.52
600198	2009-01-08 00:00:00	45.66
600234	2009-01-08 00:00:00	28.27
600239	2009-01-08 00:00:00	22.24
600251	2009-01-08 00:00:00	41.64
