Date	Customer	Amount
2009-08-24 00:00:00	10071	50
2009-08-24 00:00:00	10099	100
2009-08-24 00:00:00	10121	290
2009-08-24 00:00:00	10124	290
2009-08-24 00:00:00	10166	390
2009-08-25 00:00:00	10017	140
2009-08-25 00:00:00	10091	70
2009-08-25 00:00:00	10109	70
2009-08-25 00:00:00	10136	70
2009-08-25 00:00:00	10154	220
2009-08-25 00:00:00	10196	50
2009-08-26 00:00:00	10004	280
2009-08-26 00:00:00	10008	90
2009-08-26 00:00:00	10042	270
2009-08-26 00:00:00	10046	180
2009-08-26 00:00:00	10082	200
2009-08-26 00:00:00	10090	90
2009-08-26 00:00:00	10092	30
2009-08-26 00:00:00	10112	130
2009-08-26 00:00:00	10130	360
2009-08-26 00:00:00	10162	20
2009-08-26 00:00:00	10184	400
2009-08-26 00:00:00	10187	350
2009-08-26 00:00:00	10193	110
2009-08-27 00:00:00	10056	110
2009-08-27 00:00:00	10057	230
2009-08-27 00:00:00	10077	10
2009-08-27 00:00:00	10086	30
2009-08-27 00:00:00	10158	220
2009-08-27 00:00:00	10178	250
2009-08-28 00:00:00	10015	140
2009-08-28 00:00:00	10038	260
2009-08-28 00:00:00	10058	340
2009-08-28 00:00:00	10095	310
2009-08-28 00:00:00	10131	360
2009-08-28 00:00:00	10188	40
2009-08-29 00:00:00	10012	260
2009-08-29 00:00:00	10040	300
2009-08-29 00:00:00	10063	80
2009-08-29 00:00:00	10110	180
2009-08-29 00:00:00	10191	20
2009-08-30 00:00:00	10041	50
2009-08-30 00:00:00	10062	310
2009-08-30 00:00:00	10085	130
2009-08-30 00:00:00	10102	230
2009-08-30 00:00:00	10118	250
2009-08-30 00:00:00	10150	40
2009-08-30 00:00:00	10161	250
2009-08-31 00:00:00	10003	20
2009-08-31 00:00:00	10055	350
2009-08-31 00:00:00	10140	300
2009-08-31 00:00:00	10151	390
2009-08-31 00:00:00	10153	190
2009-08-31 00:00:00	10167	330
2009-08-31 00:00:00	10177	50
2009-08-31 00:00:00	10186	80
2009-09-01 00:00:00	10037	50
2009-09-01 00:00:00	10048	340
2009-09-01 00:00:00	10049	100
2009-09-01 00:00:00	10064	370
2009-09-01 00:00:00	10093	90
2009-09-01 00:00:00	10145	200
2009-09-02 00:00:00	10069	250
2009-09-02 00:00:00	10123	90
2009-09-02 00:00:00	10139	360
2009-09-02 00:00:00	10160	10
2009-09-02 00:00:00	10190	70
2009-09-03 00:00:00	10008	10
2009-09-03 00:00:00	10009	90
2009-09-03 00:00:00	10012	80
2009-09-03 00:00:00	10025	10
2009-09-03 00:00:00	10052	130
2009-09-03 00:00:00	10073	220
2009-09-03 00:00:00	10076	50
2009-09-03 00:00:00	10107	370
2009-09-03 00:00:00	10140	200
2009-09-03 00:00:00	10162	380
2009-09-03 00:00:00	10173	250
2009-09-04 00:00:00	10050	60
2009-09-04 00:00:00	10066	330
2009-09-04 00:00:00	10077	20
2009-09-04 00:00:00	10078	280
2009-09-04 00:00:00	10089	90
2009-09-04 00:00:00	10103	130
2009-09-04 00:00:00	10112	60
2009-09-05 00:00:00	10014	270
2009-09-05 00:00:00	10026	310
2009-09-05 00:00:00	10027	60
2009-09-05 00:00:00	10036	360
2009-09-05 00:00:00	10056	10
2009-09-05 00:00:00	10070	20
2009-09-05 00:00:00	10092	200
2009-09-05 00:00:00	10094	20
2009-09-05 00:00:00	10102	360
2009-09-05 00:00:00	10126	110
2009-09-06 00:00:00	10063	10
2009-09-06 00:00:00	10101	50
2009-09-06 00:00:00	10192	100
2009-09-07 00:00:00	10072	50
2009-09-07 00:00:00	10105	390
2009-09-07 00:00:00	10152	160
2009-09-08 00:00:00	10032	80
2009-09-08 00:00:00	10061	110
2009-09-08 00:00:00	10114	70
2009-09-08 00:00:00	10154	200
2009-09-08 00:00:00	10161	80
2009-09-09 00:00:00	10031	80
2009-09-09 00:00:00	10034	380
2009-09-09 00:00:00	10099	280
2009-09-09 00:00:00	10132	80
2009-09-09 00:00:00	10186	230
2009-09-09 00:00:00	10196	160
2009-09-09 00:00:00	10197	170
2009-09-10 00:00:00	10001	20
2009-09-10 00:00:00	10062	380
2009-09-10 00:00:00	10134	140
2009-09-10 00:00:00	10150	340
2009-09-11 00:00:00	10016	310
2009-09-11 00:00:00	10030	30
2009-09-11 00:00:00	10038	120
2009-09-11 00:00:00	10051	250
2009-09-11 00:00:00	10116	190
2009-09-11 00:00:00	10119	240
2009-09-11 00:00:00	10122	80
2009-09-11 00:00:00	10144	280
2009-09-11 00:00:00	10171	220
2009-09-11 00:00:00	10191	290
2009-09-12 00:00:00	10024	210
2009-09-12 00:00:00	10074	270
2009-09-12 00:00:00	10075	340
2009-09-12 00:00:00	10081	30
2009-09-12 00:00:00	10082	350
2009-09-12 00:00:00	10181	90
2009-09-13 00:00:00	10040	350
2009-09-13 00:00:00	10059	300
2009-09-13 00:00:00	10087	20
2009-09-13 00:00:00	10125	200
2009-09-13 00:00:00	10155	230
2009-09-14 00:00:00	10042	190
2009-09-14 00:00:00	10044	240
2009-09-14 00:00:00	10086	290
2009-09-14 00:00:00	10110	390
2009-09-14 00:00:00	10118	260
2009-09-14 00:00:00	10129	340
2009-09-14 00:00:00	10131	280
2009-09-14 00:00:00	10179	70
2009-09-14 00:00:00	10183	240
2009-09-14 00:00:00	10195	100
2009-09-15 00:00:00	10071	60
2009-09-15 00:00:00	10169	250
2009-09-15 00:00:00	10184	90
2009-09-16 00:00:00	10053	90
2009-09-16 00:00:00	10113	340
2009-09-16 00:00:00	10141	40
2009-09-16 00:00:00	10164	340
2009-09-17 00:00:00	10067	50
2009-09-17 00:00:00	10095	160
2009-09-17 00:00:00	10177	240
2009-09-17 00:00:00	10188	130
2009-09-18 00:00:00	10018	370
2009-09-18 00:00:00	10045	150
2009-09-18 00:00:00	10104	210
2009-09-18 00:00:00	10130	250
2009-09-18 00:00:00	10159	400
2009-09-18 00:00:00	10172	80
2009-09-18 00:00:00	10178	390
2009-09-19 00:00:00	10023	380
2009-09-19 00:00:00	10111	310
2009-09-19 00:00:00	10146	320
2009-09-20 00:00:00	10003	190
2009-09-20 00:00:00	10007	10
2009-09-20 00:00:00	10015	130
2009-09-20 00:00:00	10021	140
2009-09-20 00:00:00	10109	340
2009-09-20 00:00:00	10121	120
2009-09-20 00:00:00	10136	150
2009-09-20 00:00:00	10151	20
2009-09-20 00:00:00	10158	390
2009-09-20 00:00:00	10163	220
2009-09-20 00:00:00	10168	250
2009-09-21 00:00:00	10004	400
2009-09-21 00:00:00	10133	10
2009-09-21 00:00:00	10189	350
2009-09-22 00:00:00	10060	110
2009-09-22 00:00:00	10091	380
2009-09-22 00:00:00	10100	320
2009-09-22 00:00:00	10124	280
2009-09-22 00:00:00	10142	290
2009-09-22 00:00:00	10182	270
2009-09-22 00:00:00	10185	300
2009-09-23 00:00:00	10006	300
2009-09-23 00:00:00	10033	290
2009-09-23 00:00:00	10054	130
2009-09-23 00:00:00	10057	90
2009-10-20 00:00:00	10064	160
2009-10-20 00:00:00	10167	370
2009-10-20 00:00:00	10176	140
2009-10-20 00:00:00	10182	200
2009-10-20 00:00:00	10187	270
2009-10-21 00:00:00	10031	160
2009-10-21 00:00:00	10034	240
2009-10-21 00:00:00	10083	350
2009-10-21 00:00:00	10095	30
2009-10-21 00:00:00	10104	270
2009-10-21 00:00:00	10108	70
2009-10-21 00:00:00	10164	110
2009-10-21 00:00:00	10191	70
2009-10-22 00:00:00	10129	300
2009-10-22 00:00:00	10136	60
2009-10-22 00:00:00	10166	230
2009-10-23 00:00:00	10000	120
2009-10-23 00:00:00	10015	110
2009-10-23 00:00:00	10035	330
2009-10-23 00:00:00	10040	40
2009-10-23 00:00:00	10098	80
2009-10-23 00:00:00	10115	360
2009-10-23 00:00:00	10120	270
2009-10-23 00:00:00	10126	270
2009-10-23 00:00:00	10141	130
2009-10-23 00:00:00	10157	40
2009-10-23 00:00:00	10173	160
2009-10-23 00:00:00	10180	80
2009-10-23 00:00:00	10193	270
2009-10-24 00:00:00	10091	300
2009-10-24 00:00:00	10132	320
2009-10-24 00:00:00	10138	230
2009-10-24 00:00:00	10159	400
2009-10-25 00:00:00	10025	120
2009-10-25 00:00:00	10026	210
2009-10-25 00:00:00	10054	100
2009-10-25 00:00:00	10084	210
2009-10-25 00:00:00	10139	90
2009-10-25 00:00:00	10147	220
2009-10-26 00:00:00	10049	310
2009-10-26 00:00:00	10072	30
2009-10-26 00:00:00	10096	290
2009-10-26 00:00:00	10137	30
2009-10-26 00:00:00	10150	220
2009-10-26 00:00:00	10200	150
2009-10-27 00:00:00	10043	70
2009-10-27 00:00:00	10086	120
2009-10-27 00:00:00	10090	70
2009-10-27 00:00:00	10092	150
2009-10-27 00:00:00	10116	90
2009-10-27 00:00:00	10152	270
2009-10-27 00:00:00	10195	360
2009-10-27 00:00:00	10198	20
2009-10-28 00:00:00	10074	220
2009-10-28 00:00:00	10101	270
2009-10-28 00:00:00	10106	80
2009-10-28 00:00:00	10113	240
2009-10-28 00:00:00	10122	320
2009-10-29 00:00:00	10056	380
2009-10-29 00:00:00	10109	320
2009-10-29 00:00:00	10158	230
2009-10-30 00:00:00	10012	170
2009-10-30 00:00:00	10038	70
2009-10-31 00:00:00	10059	150
2009-10-31 00:00:00	10127	390
2009-10-31 00:00:00	10134	110
2009-10-31 00:00:00	10144	120
2009-10-31 00:00:00	10155	300
2009-10-31 00:00:00	10169	140
2009-10-31 00:00:00	10184	120
2009-11-01 00:00:00	10001	40
2009-11-01 00:00:00	10031	60
2009-11-01 00:00:00	10041	220
2009-11-01 00:00:00	10058	130
2009-11-01 00:00:00	10154	30
2009-11-01 00:00:00	10185	220
2009-11-01 00:00:00	10188	90
2009-11-01 00:00:00	10190	90
2009-11-01 00:00:00	10199	180
2009-11-02 00:00:00	10078	220
2009-11-02 00:00:00	10129	310
2009-11-02 00:00:00	10131	20
2009-11-02 00:00:00	10141	320
2009-11-02 00:00:00	10155	190
2009-11-03 00:00:00	10014	100
2009-11-03 00:00:00	10027	50
2009-11-03 00:00:00	10052	230
2009-11-03 00:00:00	10053	320
2009-11-03 00:00:00	10054	30
2009-11-03 00:00:00	10089	290
2009-11-03 00:00:00	10108	40
2009-11-03 00:00:00	10109	90
2009-11-03 00:00:00	10124	170
2009-11-03 00:00:00	10161	10
2009-11-03 00:00:00	10163	260
2009-11-03 00:00:00	10178	100
2009-11-04 00:00:00	10008	20
2009-11-04 00:00:00	10040	140
2009-11-04 00:00:00	10076	80
2009-11-04 00:00:00	10093	390
2009-11-04 00:00:00	10182	40
2009-11-05 00:00:00	10059	370
2009-11-05 00:00:00	10080	340
2009-11-05 00:00:00	10083	310
2009-11-05 00:00:00	10085	120
2009-11-05 00:00:00	10092	240
2009-11-05 00:00:00	10152	20
2009-11-05 00:00:00	10159	200
2009-11-05 00:00:00	10162	70
2009-11-06 00:00:00	10039	90
2009-11-06 00:00:00	10056	230
2009-11-07 00:00:00	10042	310
2009-11-07 00:00:00	10062	350
2009-11-07 00:00:00	10096	380
2009-11-07 00:00:00	10139	390
2009-11-07 00:00:00	10147	220
2009-11-08 00:00:00	10018	290
2009-11-08 00:00:00	10048	60
2009-11-08 00:00:00	10063	160
2009-11-08 00:00:00	10071	390
2009-11-08 00:00:00	10077	110
2009-11-08 00:00:00	10088	300
2009-11-08 00:00:00	10090	300
2009-11-08 00:00:00	10165	330
2009-11-08 00:00:00	10181	150
2009-11-09 00:00:00	10006	320
2009-11-09 00:00:00	10029	150
2009-11-09 00:00:00	10055	160
2009-11-09 00:00:00	10067	150
2009-11-09 00:00:00	10073	120
2009-11-09 00:00:00	10149	360
2009-11-09 00:00:00	10183	60
2009-11-09 00:00:00	10195	120
2009-11-10 00:00:00	10035	190
2009-11-10 00:00:00	10069	190
2009-11-10 00:00:00	10123	170
2009-11-10 00:00:00	10135	290
2009-11-10 00:00:00	10196	230
2009-11-11 00:00:00	10017	380
2009-11-11 00:00:00	10038	330
2009-11-11 00:00:00	10120	370
2009-11-11 00:00:00	10127	310
2009-11-11 00:00:00	10148	210
2009-11-12 00:00:00	10057	320
2009-11-12 00:00:00	10157	130
2009-11-13 00:00:00	10023	170
2009-11-13 00:00:00	10028	190
2009-11-13 00:00:00	10084	40
2009-11-13 00:00:00	10125	370
2009-11-13 00:00:00	10128	180
2009-11-13 00:00:00	10137	160
2009-11-13 00:00:00	10160	270
2009-11-14 00:00:00	10016	40
2009-11-14 00:00:00	10187	30
2009-11-14 00:00:00	10198	210
2009-11-15 00:00:00	10037	280
2009-11-15 00:00:00	10043	380
2009-11-15 00:00:00	10047	170
2009-11-15 00:00:00	10068	170
2009-11-15 00:00:00	10106	350
2009-11-15 00:00:00	10164	70
2009-11-15 00:00:00	10173	340
2009-11-15 00:00:00	10180	80
2009-11-16 00:00:00	10002	180
2009-11-16 00:00:00	10007	90
2009-11-16 00:00:00	10091	370
2009-11-16 00:00:00	10130	320
2009-11-16 00:00:00	10140	240
2009-11-17 00:00:00	10072	60
2009-11-17 00:00:00	10087	60
2009-11-17 00:00:00	10099	360
2009-11-17 00:00:00	10153	230
2009-11-17 00:00:00	10166	170
2009-11-17 00:00:00	10175	150
2009-11-17 00:00:00	10184	370
2009-11-18 00:00:00	10022	220
2009-11-18 00:00:00	10044	370
2009-11-18 00:00:00	10064	320
2009-11-18 00:00:00	10101	20
2009-11-18 00:00:00	10103	110
2009-11-18 00:00:00	10104	270
2009-11-18 00:00:00	10118	60
2009-11-18 00:00:00	10151	250
2009-11-18 00:00:00	10177	150
2009-11-18 00:00:00	10200	50
2009-11-19 00:00:00	10095	390
2009-11-19 00:00:00	10144	270
2009-11-19 00:00:00	10150	180
2009-11-19 00:00:00	10176	250
2009-11-20 00:00:00	10030	300
2009-11-20 00:00:00	10045	350
2009-11-20 00:00:00	10082	320
2009-11-20 00:00:00	10138	370
2009-11-20 00:00:00	10168	360
2009-12-19 00:00:00	10067	320
2009-12-19 00:00:00	10118	160
2009-12-19 00:00:00	10136	40
2009-12-19 00:00:00	10166	330
2009-12-19 00:00:00	10177	380
2009-12-20 00:00:00	10038	210
2009-12-20 00:00:00	10064	370
2009-12-20 00:00:00	10073	70
2009-12-20 00:00:00	10106	50
2009-12-20 00:00:00	10125	350
2009-12-20 00:00:00	10189	180
2009-12-21 00:00:00	10044	210
2009-12-21 00:00:00	10055	20
2009-12-21 00:00:00	10133	260
2009-12-21 00:00:00	10137	110
2009-12-21 00:00:00	10176	280
2009-12-22 00:00:00	10012	150
2009-12-22 00:00:00	10015	170
2009-12-22 00:00:00	10019	280
2009-12-22 00:00:00	10034	330
2009-12-22 00:00:00	10051	210
2009-12-22 00:00:00	10058	370
2009-12-22 00:00:00	10105	60
2009-12-22 00:00:00	10144	280
2009-12-22 00:00:00	10148	390
2009-12-23 00:00:00	10035	260
2009-12-23 00:00:00	10083	80
2009-12-23 00:00:00	10093	170
2009-12-23 00:00:00	10149	60
2009-12-23 00:00:00	10192	270
2009-12-23 00:00:00	10200	180
2009-12-24 00:00:00	10007	340
2009-12-24 00:00:00	10020	200
2009-12-24 00:00:00	10069	120
2009-12-24 00:00:00	10071	280
2009-12-24 00:00:00	10076	120
2009-12-24 00:00:00	10077	310
2009-12-24 00:00:00	10095	310
2009-12-24 00:00:00	10126	100
2009-12-24 00:00:00	10165	350
2009-12-25 00:00:00	10139	350
2009-12-25 00:00:00	10194	240
2009-12-26 00:00:00	10023	80
2009-12-26 00:00:00	10063	250
2009-12-26 00:00:00	10089	180
2009-12-26 00:00:00	10099	320
2009-12-26 00:00:00	10129	380
2009-12-26 00:00:00	10159	190
2009-12-27 00:00:00	10016	260
2009-12-27 00:00:00	10065	140
2009-12-27 00:00:00	10066	240
2009-12-27 00:00:00	10147	40
2009-12-27 00:00:00	10152	160
2009-12-27 00:00:00	10154	370
2009-12-27 00:00:00	10197	10
2009-12-28 00:00:00	10003	210
2009-12-28 00:00:00	10043	380
2009-12-28 00:00:00	10057	290
2009-12-28 00:00:00	10088	300
2009-12-28 00:00:00	10120	100
2009-12-28 00:00:00	10142	340
2009-12-28 00:00:00	10171	120
2009-12-29 00:00:00	10017	200
2009-12-29 00:00:00	10024	80
2009-12-29 00:00:00	10045	140
2009-12-29 00:00:00	10087	300
2009-12-29 00:00:00	10115	390
2009-12-29 00:00:00	10122	60
2009-12-29 00:00:00	10173	270
2009-12-29 00:00:00	10195	100
2009-12-30 00:00:00	10006	330
2009-12-30 00:00:00	10030	260
2009-12-30 00:00:00	10047	90
2009-12-30 00:00:00	10070	120
2009-12-30 00:00:00	10081	10
2009-12-30 00:00:00	10090	370
2009-12-30 00:00:00	10110	160
2009-12-31 00:00:00	10001	40
2009-12-31 00:00:00	10048	90
2009-12-31 00:00:00	10052	210
2009-12-31 00:00:00	10072	400
2009-12-31 00:00:00	10098	220
2009-12-31 00:00:00	10181	310
2009-12-31 00:00:00	10183	180
2009-01-31 00:00:00	10081	300
2009-01-31 00:00:00	10082	390
2009-01-31 00:00:00	10100	220
2009-01-31 00:00:00	10137	360
2009-01-31 00:00:00	10138	170
2009-01-31 00:00:00	10150	250
2009-01-31 00:00:00	10194	230
2009-02-01 00:00:00	10040	140
2009-02-02 00:00:00	10018	330
2009-02-02 00:00:00	10047	280
2009-02-02 00:00:00	10067	130
2009-02-02 00:00:00	10069	160
2009-02-02 00:00:00	10070	260
2009-02-02 00:00:00	10071	50
2009-02-02 00:00:00	10082	140
2009-02-02 00:00:00	10085	360
2009-02-02 00:00:00	10116	100
2009-02-02 00:00:00	10131	60
2009-02-02 00:00:00	10160	120
2009-02-02 00:00:00	10178	240
2009-02-02 00:00:00	10189	210
2009-02-02 00:00:00	10197	370
2009-02-03 00:00:00	10025	280
2009-02-03 00:00:00	10074	40
2009-02-03 00:00:00	10086	20
2009-02-03 00:00:00	10093	350
2009-02-03 00:00:00	10121	300
2009-02-03 00:00:00	10145	220
2009-02-03 00:00:00	10179	240
2009-02-03 00:00:00	10190	100
2009-02-03 00:00:00	10195	250
2009-02-04 00:00:00	10042	180
2009-02-04 00:00:00	10080	390
2009-02-04 00:00:00	10081	40
2009-02-04 00:00:00	10102	50
2009-02-04 00:00:00	10108	210
2009-02-04 00:00:00	10112	80
2009-02-04 00:00:00	10122	280
2009-02-04 00:00:00	10125	220
2009-02-04 00:00:00	10147	340
2009-02-04 00:00:00	10161	370
2009-02-04 00:00:00	10163	240
2009-02-04 00:00:00	10165	360
2009-02-04 00:00:00	10193	80
2009-02-05 00:00:00	10000	230
2009-02-05 00:00:00	10003	30
2009-02-05 00:00:00	10096	160
2009-02-05 00:00:00	10148	300
2009-02-06 00:00:00	10029	330
2009-02-06 00:00:00	10032	400
2009-02-06 00:00:00	10034	390
2009-02-06 00:00:00	10083	80
2009-02-06 00:00:00	10129	70
2009-02-06 00:00:00	10134	250
2009-02-06 00:00:00	10141	220
2009-02-06 00:00:00	10168	260
2009-02-07 00:00:00	10006	30
2009-02-07 00:00:00	10050	90
2009-02-07 00:00:00	10079	110
2009-02-07 00:00:00	10103	390
2009-02-07 00:00:00	10106	80
2009-02-07 00:00:00	10120	210
2009-02-07 00:00:00	10139	360
2009-02-07 00:00:00	10142	100
2009-02-07 00:00:00	10171	180
2009-02-07 00:00:00	10183	70
2009-02-08 00:00:00	10041	380
2009-02-08 00:00:00	10095	250
2009-02-08 00:00:00	10107	250
2009-02-08 00:00:00	10117	90
2009-02-08 00:00:00	10133	220
2009-02-09 00:00:00	10031	350
2009-02-09 00:00:00	10068	100
2009-02-09 00:00:00	10089	140
2009-02-09 00:00:00	10113	110
2009-02-09 00:00:00	10146	180
2009-02-09 00:00:00	10149	270
2009-02-09 00:00:00	10154	90
2009-02-09 00:00:00	10159	190
2009-02-09 00:00:00	10169	390
2009-02-09 00:00:00	10184	100
2009-02-09 00:00:00	10198	190
2009-02-10 00:00:00	10001	310
2009-02-10 00:00:00	10024	80
2009-02-10 00:00:00	10084	290
2009-02-10 00:00:00	10167	210
2009-02-11 00:00:00	10007	110
2009-02-11 00:00:00	10030	80
2009-02-11 00:00:00	10052	170
2009-02-11 00:00:00	10061	380
2009-02-11 00:00:00	10075	260
2009-02-11 00:00:00	10092	20
2009-02-11 00:00:00	10155	190
2009-02-11 00:00:00	10191	120
2009-02-12 00:00:00	10005	220
2009-02-12 00:00:00	10048	50
2009-02-12 00:00:00	10066	110
2009-02-12 00:00:00	10128	20
2009-02-12 00:00:00	10157	260
2009-02-13 00:00:00	10022	110
2009-02-13 00:00:00	10088	400
2009-02-13 00:00:00	10135	350
2009-02-13 00:00:00	10162	350
2009-02-13 00:00:00	10170	230
2009-02-13 00:00:00	10182	160
2009-02-13 00:00:00	10194	80
2009-02-14 00:00:00	10013	380
2009-02-14 00:00:00	10037	250
2009-02-14 00:00:00	10054	130
2009-02-14 00:00:00	10063	350
2009-02-14 00:00:00	10101	330
2009-02-14 00:00:00	10119	320
2009-02-14 00:00:00	10130	200
2009-02-14 00:00:00	10180	280
2009-02-14 00:00:00	10181	370
2009-02-15 00:00:00	10036	320
2009-02-15 00:00:00	10038	340
2009-02-15 00:00:00	10039	130
2009-02-15 00:00:00	10044	110
2009-02-15 00:00:00	10049	50
2009-02-15 00:00:00	10060	130
2009-02-15 00:00:00	10097	390
2009-02-16 00:00:00	10010	50
2009-02-16 00:00:00	10046	270
2009-02-16 00:00:00	10053	280
2009-02-16 00:00:00	10065	40
2009-02-16 00:00:00	10072	350
2009-02-16 00:00:00	10100	360
2009-02-16 00:00:00	10187	380
2009-02-17 00:00:00	10045	40
2009-02-17 00:00:00	10173	180
2009-02-17 00:00:00	10176	290
2009-02-18 00:00:00	10012	350
2009-02-18 00:00:00	10014	250
2009-02-18 00:00:00	10023	160
2009-02-18 00:00:00	10026	350
2009-02-18 00:00:00	10105	350
2009-02-18 00:00:00	10137	260
2009-02-18 00:00:00	10138	210
2009-02-18 00:00:00	10152	90
2009-02-18 00:00:00	10177	210
2009-02-19 00:00:00	10077	220
2009-02-20 00:00:00	10020	120
2009-02-20 00:00:00	10062	170
2009-02-20 00:00:00	10098	130
2009-02-20 00:00:00	10104	90
2009-02-20 00:00:00	10118	360
2009-02-20 00:00:00	10123	250
2009-02-21 00:00:00	10002	300
2009-02-21 00:00:00	10011	360
2009-02-21 00:00:00	10017	60
2009-02-21 00:00:00	10043	250
2009-02-21 00:00:00	10059	330
2009-02-21 00:00:00	10078	260
2009-02-21 00:00:00	10109	370
2009-02-21 00:00:00	10136	20
2009-02-21 00:00:00	10156	130
2009-02-21 00:00:00	10199	120
2009-02-22 00:00:00	10027	90
2009-02-22 00:00:00	10028	110
2009-02-22 00:00:00	10055	140
2009-02-22 00:00:00	10087	240
2009-02-22 00:00:00	10127	390
2009-02-22 00:00:00	10144	140
2009-02-22 00:00:00	10192	100
2009-02-22 00:00:00	10200	30
2009-02-23 00:00:00	10009	30
2009-02-23 00:00:00	10016	330
2009-02-23 00:00:00	10051	220
2009-02-23 00:00:00	10058	330
2009-02-23 00:00:00	10143	150
2009-02-23 00:00:00	10172	300
2009-02-23 00:00:00	10185	230
2009-02-23 00:00:00	10188	360
2009-02-23 00:00:00	10196	370
2009-02-24 00:00:00	10019	30
2009-02-24 00:00:00	10021	140
2009-02-24 00:00:00	10057	250
2009-02-24 00:00:00	10064	380
2009-02-24 00:00:00	10140	130
2009-02-24 00:00:00	10158	340
2009-02-24 00:00:00	10175	390
2009-02-25 00:00:00	10015	110
2009-02-25 00:00:00	10033	400
2009-02-25 00:00:00	10124	200
2009-02-25 00:00:00	10132	280
2009-02-25 00:00:00	10150	20
2009-02-25 00:00:00	10151	130
2009-02-25 00:00:00	10186	140
2009-02-26 00:00:00	10004	150
2009-02-26 00:00:00	10035	380
2009-02-26 00:00:00	10056	60
2009-02-26 00:00:00	10073	290
2009-02-26 00:00:00	10076	310
2009-03-29 00:00:00	10001	100
2009-03-29 00:00:00	10003	40
2009-03-29 00:00:00	10119	360
2009-03-29 00:00:00	10137	280
2009-03-29 00:00:00	10147	250
2009-03-30 00:00:00	10000	90
2009-03-30 00:00:00	10019	310
2009-03-30 00:00:00	10051	350
2009-03-30 00:00:00	10061	290
2009-03-30 00:00:00	10073	150
2009-03-30 00:00:00	10089	140
2009-03-30 00:00:00	10107	20
2009-03-30 00:00:00	10192	240
2009-03-31 00:00:00	10011	90
2009-03-31 00:00:00	10022	280
2009-03-31 00:00:00	10072	170
2009-03-31 00:00:00	10082	240
2009-03-31 00:00:00	10121	380
2009-03-31 00:00:00	10139	210
2009-03-31 00:00:00	10150	230
2009-03-31 00:00:00	10157	190
2009-04-01 00:00:00	10000	240
2009-04-01 00:00:00	10069	330
2009-04-01 00:00:00	10077	300
2009-04-01 00:00:00	10097	290
2009-04-01 00:00:00	10110	80
2009-04-01 00:00:00	10114	120
2009-04-01 00:00:00	10127	320
2009-04-01 00:00:00	10178	250
2009-04-01 00:00:00	10188	140
2009-04-02 00:00:00	10033	180
2009-04-02 00:00:00	10036	290
2009-04-02 00:00:00	10039	200
2009-04-02 00:00:00	10044	340
2009-04-02 00:00:00	10059	230
2009-04-02 00:00:00	10071	140
2009-04-02 00:00:00	10075	240
2009-04-02 00:00:00	10157	10
2009-04-03 00:00:00	10041	160
2009-04-03 00:00:00	10073	120
2009-04-03 00:00:00	10106	180
2009-04-03 00:00:00	10132	390
2009-04-03 00:00:00	10165	320
2009-04-04 00:00:00	10068	380
2009-04-04 00:00:00	10083	20
2009-04-04 00:00:00	10139	350
2009-04-04 00:00:00	10146	20
2009-04-04 00:00:00	10150	400
2009-04-04 00:00:00	10167	10
2009-04-05 00:00:00	10089	320
2009-04-05 00:00:00	10108	280
2009-04-05 00:00:00	10113	370
2009-04-05 00:00:00	10140	90
2009-04-05 00:00:00	10141	230
2009-04-05 00:00:00	10153	380
2009-04-05 00:00:00	10172	240
2009-04-05 00:00:00	10199	120
2009-04-06 00:00:00	10042	330
2009-04-06 00:00:00	10043	280
2009-04-06 00:00:00	10062	110
2009-04-06 00:00:00	10098	270
2009-04-07 00:00:00	10006	320
2009-04-07 00:00:00	10055	340
2009-04-07 00:00:00	10081	230
2009-04-07 00:00:00	10126	160
2009-04-07 00:00:00	10168	150
2009-04-07 00:00:00	10182	100
2009-04-07 00:00:00	10192	40
2009-04-08 00:00:00	10011	30
2009-04-08 00:00:00	10018	400
2009-04-08 00:00:00	10056	370
2009-04-08 00:00:00	10111	140
2009-04-08 00:00:00	10135	390
2009-04-08 00:00:00	10187	290
2009-04-09 00:00:00	10019	210
2009-04-09 00:00:00	10026	80
2009-04-09 00:00:00	10087	150
2009-04-09 00:00:00	10096	360
2009-04-09 00:00:00	10109	10
2009-04-09 00:00:00	10124	310
2009-04-09 00:00:00	10170	200
2009-04-09 00:00:00	10179	140
2009-04-09 00:00:00	10181	80
2009-04-10 00:00:00	10025	90
2009-04-10 00:00:00	10032	90
2009-04-10 00:00:00	10053	290
2009-04-10 00:00:00	10116	290
2009-04-10 00:00:00	10118	170
2009-04-10 00:00:00	10128	400
2009-04-10 00:00:00	10142	280
2009-04-10 00:00:00	10186	280
2009-04-11 00:00:00	10008	70
2009-04-11 00:00:00	10020	250
2009-04-11 00:00:00	10045	370
2009-04-11 00:00:00	10066	220
2009-04-11 00:00:00	10123	250
2009-04-11 00:00:00	10137	280
2009-04-11 00:00:00	10160	370
2009-04-11 00:00:00	10161	270
2009-04-11 00:00:00	10163	150
2009-04-11 00:00:00	10195	80
2009-04-12 00:00:00	10003	230
2009-04-12 00:00:00	10027	100
2009-04-12 00:00:00	10049	190
2009-04-12 00:00:00	10058	160
2009-04-12 00:00:00	10095	400
2009-04-12 00:00:00	10112	300
2009-04-12 00:00:00	10156	100
2009-04-12 00:00:00	10180	360
2009-04-12 00:00:00	10196	170
2009-04-12 00:00:00	10200	90
