Student	Subject	Score
10062	27	92
10062	33	83
10062	22	93
10062	29	65
10063	1	73
10063	2	78
10063	3	98
10063	4	71
10063	5	72
10063	6	92
10063	7	66
10063	8	67
10063	9	93
10063	10	68
10063	11	61
10063	12	71
10063	13	76
10063	14	70
10063	15	89
10063	16	86
10063	17	68
10063	18	78
10063	19	70
10063	20	88
10063	21	84
10063	26	82
10063	34	94
10063	27	98
10063	22	89
10063	32	77
10063	23	69
10063	30	92
10063	28	64
10063	33	73
10063	24	85
10063	29	81
10064	1	66
10064	2	60
10064	3	79
10064	4	82
10064	5	72
10064	6	76
10064	7	78
10064	8	96
10064	9	97
10064	10	80
10064	11	93
10064	12	70
10064	13	85
10064	14	64
10064	15	64
10064	16	89
10064	17	65
10064	18	64
10064	19	83
10064	20	68
10064	21	62
10064	26	97
10064	25	87
10064	35	96
10064	23	79
10064	31	78
10064	34	68
10064	22	92
10064	30	72
10064	32	75
10064	29	95
10064	28	90
10064	27	83
10064	24	46
10064	33	60
10065	1	77
10065	2	70
10065	3	86
10065	4	91
10065	5	61
10065	6	88
10065	7	61
10065	8	61
10065	9	94
10065	10	67
10065	11	71
10065	12	72
10065	13	68
10065	14	69
10065	15	66
10065	16	94
10065	17	69
10065	18	85
10065	19	70
10065	20	73
10065	21	76
10065	26	61
10065	31	81
10065	32	84
10065	34	67
10065	25	50
10065	22	42
10065	23	61
10065	28	86
10065	27	90
10065	29	89
10065	30	97
10066	1	99
10066	2	76
10066	3	98
10066	4	79
10066	5	79
10066	6	85
10066	7	64
10066	8	73
10066	9	80
10066	10	65
10066	11	98
10066	12	74
10066	13	67
10066	14	92
10066	15	79
10066	16	76
10066	17	84
10066	18	94
10066	19	91
10066	20	88
10066	21	63
10066	26	67
10066	34	89
10066	32	96
10066	23	92
10066	29	62
10066	22	74
10066	31	67
10066	27	76
10066	24	84
10066	33	55
10066	28	82
10067	1	86
10067	2	65
10067	3	75
10067	4	69
10067	5	72
10067	6	82
10067	7	95
10067	8	97
10067	9	89
10067	10	78
10067	11	97
10067	12	77
10067	13	55
10067	14	60
10067	15	68
10067	16	79
10067	17	77
10067	18	88
10067	19	80
10067	20	78
10067	21	74
10067	26	92
10067	31	82
10067	27	61
10067	24	72
10067	35	78
10067	33	65
10067	28	76
10067	30	89
10067	29	67
10068	1	99
10068	2	84
10068	3	61
10068	4	65
10068	5	98
10068	6	61
10068	7	76
10068	8	93
10068	9	64
10068	10	75
10068	11	62
10068	12	75
10068	13	68
10068	14	47
10068	15	66
10068	16	91
10068	17	99
10068	18	71
10068	19	96
10068	20	96
10068	21	72
10068	26	81
10068	23	80
10068	30	99
10068	34	70
10068	24	88
10068	33	76
10068	27	86
10068	31	89
10068	29	84
10068	32	90
10068	28	92
10069	1	76
10069	2	86
10069	3	94
10069	4	77
10069	5	77
10069	6	63
10069	7	64
10069	8	81
10069	9	93
10069	10	78
10069	11	66
10069	12	82
10069	13	67
10069	14	93
10069	15	98
10069	16	82
10069	17	78
10069	18	95
10069	19	64
10069	20	89
10069	21	86
10069	26	91
10069	31	97
10069	24	65
10069	28	91
10069	32	62
10069	25	94
10069	33	79
10069	27	74
10069	34	67
10069	30	97
10070	1	74
10070	2	96
10070	3	86
10070	4	62
10070	5	68
10070	6	75
10070	7	92
10070	8	82
10070	9	49
10070	10	85
10070	11	87
10070	12	83
10070	13	62
10070	14	63
10070	15	62
10070	16	67
10070	17	78
10070	18	95
10070	19	90
10070	20	69
10070	21	84
10070	26	86
10070	25	87
10070	23	70
10070	22	62
10070	30	96
10070	34	80
10070	29	79
10070	35	82
10070	24	72
10070	32	62
10070	31	91
10070	28	85
10071	1	61
10071	2	77
10071	3	93
10071	4	97
10071	5	84
10071	6	73
10071	7	69
10071	8	88
10071	9	97
10071	10	84
10071	11	96
10071	12	80
10071	13	65
10071	14	82
10071	15	88
10071	16	86
10071	17	96
10071	18	76
10071	19	78
10071	20	68
10071	21	61
10071	26	68
10071	30	54
10071	29	83
10071	24	78
10071	27	78
10071	34	96
10071	31	74
10071	23	72
10071	35	78
10072	1	75
10072	2	90
10072	3	86
10072	4	99
10072	5	82
10072	6	60
10072	7	75
10072	8	71
10072	9	71
10072	10	76
10072	11	68
10072	12	98
10072	13	80
10072	14	72
10072	15	60
10072	16	95
10072	17	63
10072	18	61
10072	19	65
10072	20	88
10072	21	79
10072	26	68
10072	29	91
10072	23	90
10072	32	47
10072	35	58
10072	22	67
10072	24	63
10072	27	97
10072	30	69
10072	25	79
10073	1	60
10073	2	90
10073	3	79
10073	4	94
10073	5	99
10073	6	69
10073	7	78
10073	8	90
10073	9	99
10073	10	98
10073	11	86
10073	12	82
10073	13	83
10073	14	84
10073	15	81
10073	16	69
10073	17	73
10073	18	81
10073	19	65
10073	20	60
10073	21	79
10073	26	68
10073	25	90
10073	32	45
10073	22	93
10073	34	69
10073	33	82
10073	27	95
10073	35	62
10073	24	80
10073	30	72
10073	28	80
10074	1	72
10074	2	82
10074	3	72
10074	4	60
10074	5	76
10074	6	83
10074	7	77
10074	8	77
10074	9	90
10074	10	65
10074	11	88
10074	12	77
10074	13	75
10074	14	68
10074	15	88
10074	16	72
10074	17	74
10074	18	65
10074	19	76
10074	20	61
10074	21	73
10074	26	65
10074	22	72
10074	32	63
10074	25	95
10074	24	77
10074	23	95
10074	30	81
10074	29	90
10074	35	87
10074	27	70
10074	33	60
10075	1	83
10075	2	86
10075	3	94
10075	4	62
10075	5	73
10075	6	79
10075	7	99
10075	8	88
10075	9	65
10075	10	92
10075	11	74
10075	12	67
10075	13	96
10075	14	66
10075	15	78
10075	16	74
10075	17	98
10075	18	84
10075	19	84
10075	20	91
10075	21	88
10075	26	77
10075	25	82
10075	35	72
10075	24	68
10075	28	67
10075	33	88
10075	23	87
10075	32	73
10075	31	68
10075	34	79
10075	30	96
10076	1	81
10076	2	76
10076	3	63
10076	4	80
10076	5	90
10076	6	64
10076	7	73
10076	8	60
10076	9	98
10076	10	86
10076	11	98
10076	12	63
10076	13	70
10076	14	64
10076	15	93
10076	16	87
10076	17	76
10076	18	76
10076	19	87
10076	20	82
10076	21	76
10076	26	86
10076	33	96
10076	31	62
10076	29	66
10076	35	68
10076	28	98
10076	23	95
10076	34	90
10076	22	98
10076	24	67
10077	1	73
10077	2	74
10077	3	75
10077	4	66
10077	5	73
10077	6	65
10077	7	81
10077	8	99
10077	9	90
10077	10	62
10077	11	65
10077	12	94
10077	13	76
10077	14	67
10077	15	70
10077	16	63
10077	17	69
10077	18	60
10077	19	74
10077	20	79
10077	21	79
10077	26	97
10077	24	98
10077	25	86
10077	23	76
10077	33	80
10077	35	94
10077	28	75
10077	22	92
10077	27	63
10077	30	67
10077	31	82
10077	32	79
10077	34	75
10077	29	88
10078	1	70
10078	2	81
10078	3	73
10078	4	80
10078	5	86
10078	6	85
10078	7	80
10078	8	88
10078	9	94
10078	10	80
10078	11	66
10078	12	61
10078	13	81
10078	14	61
10078	15	77
10078	16	64
10078	17	73
10078	18	68
10078	19	75
10078	20	65
10078	21	60
10078	26	77
10078	30	94
10078	33	67
10078	25	93
10078	22	99
10078	35	77
10078	23	82
10078	34	84
10078	28	64
10078	29	96
10078	31	86
10078	32	65
10079	1	75
10079	2	98
10079	3	72
10079	4	99
10079	5	63
10079	6	64
10079	7	60
10079	8	86
10079	9	66
10079	10	82
10079	11	80
10079	12	71
10079	13	79
10079	14	99
10079	15	62
10079	16	56
10079	17	73
10079	18	62
10079	19	77
10079	20	94
10079	21	75
10079	26	64
10079	31	97
10079	33	97
10079	32	83
10079	29	81
10079	24	95
10079	23	60
10079	34	70
10079	30	85
10079	27	85
10079	25	40
10079	28	87
10080	1	98
10080	2	93
10080	3	74
10080	4	97
10080	5	64
10080	6	79
10080	7	93
10080	8	70
10080	9	81
10080	10	77
10080	11	82
10080	12	71
10080	13	65
10080	14	80
10080	15	92
10080	16	91
10080	17	84
10080	18	68
10080	19	65
10080	20	87
10080	21	93
10080	26	89
10080	22	73
10080	34	78
10080	30	92
10080	35	61
10080	32	92
10080	33	84
10080	24	96
10080	27	86
10080	23	88
10080	25	96
10081	1	61
10081	2	63
10081	3	95
10081	4	74
10081	5	83
10081	6	94
10081	7	78
10081	8	81
10081	9	70
10081	10	62
10081	11	72
10081	12	68
10081	13	66
10081	14	65
10081	15	99
10081	16	96
10081	17	88
10081	18	75
10081	19	94
10081	20	72
10081	21	68
10081	26	60
10081	30	87
10081	23	80
10081	24	71
10081	27	54
10081	31	76
10081	28	92
10081	25	98
10081	29	64
10081	34	77
10081	32	59
10081	22	83
10081	33	96
10082	1	82
10082	2	77
10082	3	68
10082	4	86
10082	5	92
10082	6	91
10082	7	75
10082	8	97
10082	9	98
10082	10	74
10082	11	75
10082	12	79
10082	13	65
10082	14	90
10082	15	95
10082	16	92
10082	17	53
10082	18	79
10082	19	85
10082	20	97
10082	21	91
10082	26	73
10082	31	78
10082	27	72
10082	34	63
10082	32	76
10082	35	89
10082	28	90
10082	22	81
10082	24	71
10082	25	68
10082	33	95
10082	29	86
10082	23	68
10083	1	85
10083	2	72
10083	3	81
10083	4	68
10083	5	77
10083	6	76
10083	7	92
10083	8	96
10083	9	68
10083	10	92
10083	11	84
10083	12	88
10083	13	60
10083	14	64
10083	15	61
10083	16	70
10083	17	70
10083	18	67
10083	19	85
10083	20	62
10083	21	71
10083	26	73
10083	25	93
10083	30	64
10083	32	76
10083	34	99
10083	35	75
10083	29	78
10083	24	90
10083	23	79
10083	33	89
10083	31	81
10083	22	64
10083	28	99
10083	27	79
10084	1	66
10084	2	82
10084	3	75
10084	4	65
10084	5	81
10084	6	70
10084	7	65
10084	8	87
10084	9	87
10084	10	89
10084	11	79
10084	12	87
10084	13	65
10084	14	63
10084	15	73
10084	16	79
10084	17	85
10084	18	86
10084	19	66
10084	20	73
10084	21	72
10084	26	82
10084	35	84
10084	29	98
10084	22	71
10084	34	72
10084	27	94
10084	28	94
10084	24	61
10084	25	63
10084	30	71
10084	23	81
10085	1	65
10085	2	77
10085	3	94
10085	4	76
10085	5	95
10085	6	74
10085	7	86
10085	8	84
10085	9	69
10085	10	71
10085	11	66
10085	12	90
10085	13	72
10085	14	87
10085	15	84
10085	16	66
10085	17	95
10085	18	75
10085	19	94
10085	20	87
10085	21	79
10085	26	46
10085	30	98
10085	35	74
10085	25	45
10085	29	45
10085	34	81
10085	23	62
10085	22	74
10085	33	70
10085	27	63
10086	1	76
10086	2	75
10086	3	95
10086	4	81
10086	5	63
10086	6	77
10086	7	89
10086	8	90
10086	9	84
10086	10	77
10086	11	63
10086	12	85
10086	13	72
10086	14	86
10086	15	70
10086	16	99
10086	17	80
10086	18	63
10086	19	67
10086	20	61
10086	21	75
10086	26	67
10086	27	45
10086	23	96
10086	35	69
10086	24	88
10086	31	76
10086	25	75
10086	29	78
10086	32	83
10086	22	64
10086	33	88
10086	28	90
10086	34	97
10087	1	99
10087	2	73
10087	3	83
10087	4	73
10087	5	95
10087	6	93
10087	7	93
10087	8	88
10087	9	76
10087	10	77
10087	11	84
10087	12	80
10087	13	62
10087	14	71
10087	15	96
10087	16	86
10087	17	78
10087	18	86
10087	19	75
10087	20	91
10087	21	73
10087	26	60
10087	33	52
10087	30	73
10087	23	71
10087	35	93
10087	32	61
10087	27	75
10087	22	70
10087	31	96
10087	25	62
10087	34	85
10087	29	64
10088	1	85
10088	2	75
10088	3	65
10088	4	67
10088	5	78
10088	6	85
10088	7	86
10088	8	76
10088	9	84
10088	10	62
10088	11	71
10088	12	77
10088	13	89
10088	14	97
10088	15	78
10088	16	60
10088	17	74
10088	18	76
10088	19	84
10088	20	71
10088	21	86
10088	26	76
10088	29	84
10088	30	62
10088	24	40
10088	23	87
10088	33	82
10088	35	90
10088	28	54
10088	32	96
10088	22	97
10088	34	75
10088	31	83
10089	1	95
10089	2	86
10089	3	67
10089	4	90
10089	5	67
10089	6	74
10089	7	73
10089	8	90
10089	9	93
10089	10	67
10089	11	63
10089	12	83
10089	13	89
10089	14	82
10089	15	81
10089	16	64
10089	17	92
10089	18	61
10089	19	83
10089	20	68
10089	21	93
10089	26	99
10089	22	68
10089	33	78
10089	32	85
10089	25	63
10089	24	93
10089	27	81
10089	23	64
10089	28	86
10089	34	78
10089	31	82
10090	1	96
10090	2	61
10090	3	80
10090	4	61
10090	5	99
10090	6	83
10090	7	76
10090	8	72
10090	9	83
10090	10	65
10090	11	69
10090	12	88
10090	13	80
10090	14	94
10090	15	92
10090	16	72
10090	17	78
10090	18	76
10090	19	84
10090	20	95
10090	21	84
10090	26	85
10090	28	61
10090	32	42
10090	34	99
10090	25	90
10090	31	87
10090	35	83
10090	33	84
10090	29	72
10090	27	75
10090	22	65
10091	1	68
10091	2	75
10091	3	80
10091	4	60
10091	5	81
10091	6	86
10091	7	71
10091	8	97
10091	9	70
10091	10	86
10091	11	69
10091	12	68
10091	13	84
10091	14	69
10091	15	78
10091	16	89
10091	17	85
10091	18	71
10091	19	88
10091	20	61
10091	21	77
10091	26	88
10091	35	70
10091	28	83
10091	33	65
10091	27	85
10091	32	87
10091	30	62
10091	29	91
10091	22	84
10091	23	82
10091	24	82
10092	1	82
10092	2	74
10092	3	64
10092	4	80
10092	5	90
10092	6	65
10092	7	81
10092	8	94
10092	9	76
10092	10	99
10092	11	70
10092	12	61
10092	13	69
10092	14	62
10092	15	75
10092	16	81
10092	17	78
10092	18	69
10092	19	76
10092	20	91
10092	21	89
10092	26	89
10092	32	66
10092	24	66
10092	30	54
10092	35	79
10092	22	97
10092	23	63
10092	34	75
10092	25	78
10092	31	78
10093	1	75
10093	2	91
10093	3	72
10093	4	79
10093	5	69
10093	6	75
10093	7	82
10093	8	83
10093	9	71
10093	10	93
10093	11	80
10093	12	66
10093	13	91
10093	14	68
10093	15	78
10093	16	66
10093	17	80
10093	18	60
10093	19	84
10093	20	61
10093	21	78
10093	26	89
10093	31	77
10093	32	88
10093	24	71
10093	29	96
10093	34	64
10093	33	92
10093	27	61
10093	22	41
10093	23	93
10093	28	92
10093	35	82
10093	25	76
10094	1	89
10094	2	61
10094	3	90
10094	4	74
10094	5	72
10094	6	85
10094	7	68
10094	8	84
10094	9	65
10094	10	85
10094	11	65
10094	12	87
10094	13	86
10094	14	76
10094	15	97
10094	16	68
10094	17	76
10094	18	97
10094	19	62
10094	20	62
10094	21	69
10094	26	71
10094	27	95
10094	28	73
10094	33	65
10094	34	79
10094	35	79
10094	31	71
10094	30	72
10094	29	67
10094	25	87
10094	22	82
10094	23	63
10095	1	90
10095	2	74
10095	3	71
10095	4	70
10095	5	87
10095	6	69
10095	7	93
10095	8	99
10095	9	82
10095	10	63
10095	11	76
10095	12	80
10095	13	66
10095	14	81
10095	15	91
10095	16	72
10095	17	87
10095	18	98
10095	19	81
10095	20	82
10095	21	63
10095	26	63
10095	28	64
10095	34	88
10095	33	61
10095	25	71
10095	29	95
10095	35	65
10095	27	86
10095	23	75
10096	1	75
10096	2	94
10096	3	74
10096	4	69
10096	5	65
10096	6	65
10096	7	86
10096	8	95
10096	9	77
10096	10	77
10096	11	91
10096	12	96
10096	13	89
10096	14	66
10096	15	72
10096	16	91
10096	17	64
10096	18	95
10096	19	93
10096	20	76
10096	21	97
10096	26	82
10096	31	57
10096	22	83
10096	32	70
10096	34	71
10096	35	77
10096	33	87
10096	24	98
10096	23	95
10096	27	85
10096	28	50
10097	1	66
10097	2	93
10097	3	92
10097	4	76
10097	5	90
10097	6	84
10097	7	77
10097	8	75
10097	9	87
10097	10	73
10097	11	72
10097	12	96
10097	13	94
10097	14	73
10097	15	80
10097	16	99
10097	17	89
10097	18	84
10097	19	91
10097	20	67
10097	21	64
10097	26	74
10097	23	86
10097	34	79
10097	33	64
10097	24	76
10097	35	83
10097	27	62
10097	28	86
10097	32	71
10097	30	70
10097	31	63
10097	29	96
10097	25	82
10098	1	95
10098	2	67
10098	3	66
10098	4	64
10098	5	92
10098	6	62
10098	7	83
10098	8	62
10098	9	86
10098	10	61
10098	11	92
10098	12	85
10098	13	77
10098	14	98
10098	15	67
10098	16	91
10098	17	64
10098	18	70
10098	19	62
10098	20	61
10098	21	73
10098	26	63
10098	32	84
10098	31	83
10098	30	86
10098	24	95
10098	35	90
10098	23	69
10098	34	66
10098	25	72
10098	33	65
10099	1	70
10099	2	88
10099	3	73
10099	4	98
10099	5	98
10099	6	92
10099	7	93
10099	8	88
10099	9	70
10099	10	84
10099	11	79
10099	12	95
10099	13	40
10099	14	81
10099	15	87
10099	16	72
10099	17	63
10099	18	97
10099	19	76
10099	20	62
10099	21	76
10099	26	63
10099	33	66
10099	23	63
10099	35	60
10099	27	68
10099	22	60
10099	30	62
10099	32	73
10099	29	96
10099	28	77
10100	1	78
10100	2	79
10100	3	97
10100	4	75
10100	5	93
10100	6	61
10100	7	99
10100	8	91
10100	9	74
10100	10	68
10100	11	95
10100	12	77
10100	13	82
10100	14	66
10100	15	63
10100	16	62
10100	17	64
10100	18	98
10100	19	84
10100	20	67
10100	21	66
10100	26	68
10100	32	85
10100	29	81
10100	34	87
10100	27	60
10100	35	75
10100	31	96
10100	24	89
10100	23	68
10100	33	87
