BillingNo	Date	Customer	Amount
200904101005	2009-04-10 00:00:00	10004	11
200904101006	2009-04-10 00:00:00	10005	14
200904101007	2009-04-10 00:00:00	10006	57
200904101008	2009-04-10 00:00:00	10007	75
200904101009	2009-04-10 00:00:00	10008	181
200904101010	2009-04-10 00:00:00	10009	150
200904101011	2009-04-10 00:00:00	10010	80
200904101012	2009-04-10 00:00:00	10011	160
200904101013	2009-04-10 00:00:00	10012	37
200904101014	2009-04-10 00:00:00	10013	178
200904101015	2009-04-10 00:00:00	10014	104
200904101016	2009-04-10 00:00:00	10015	42
200904101017	2009-04-10 00:00:00	10016	180
200904101018	2009-04-10 00:00:00	10017	99
200904101019	2009-04-10 00:00:00	10018	62
200904101020	2009-04-10 00:00:00	10019	129
200904101021	2009-04-10 00:00:00	10020	36
200904101022	2009-04-10 00:00:00	10021	151
200904101023	2009-04-10 00:00:00	10022	146
200904101024	2009-04-10 00:00:00	10023	12
200904101025	2009-04-10 00:00:00	10024	68
200904101026	2009-04-10 00:00:00	10025	40
200904101027	2009-04-10 00:00:00	10026	162
200904101028	2009-04-10 00:00:00	10027	132
200904101029	2009-04-10 00:00:00	10028	199
200904101030	2009-04-10 00:00:00	10029	205
200904101031	2009-04-10 00:00:00	10030	116
200904101032	2009-04-10 00:00:00	10031	208
200904101033	2009-04-10 00:00:00	10032	149
200904101034	2009-04-10 00:00:00	10033	31
200904101035	2009-04-10 00:00:00	10034	198
200904101036	2009-04-10 00:00:00	10035	13
200904101037	2009-04-10 00:00:00	10036	49
200904101038	2009-04-10 00:00:00	10037	50
200904101039	2009-04-10 00:00:00	10038	168
200904101040	2009-04-10 00:00:00	10039	90
200904101041	2009-04-10 00:00:00	10040	157
200904101042	2009-04-10 00:00:00	10041	24
200904101043	2009-04-10 00:00:00	10042	98
200904101044	2009-04-10 00:00:00	10043	54
200904101045	2009-04-10 00:00:00	10044	155
200904101046	2009-04-10 00:00:00	10045	200
200904101047	2009-04-10 00:00:00	10046	191
200904101048	2009-04-10 00:00:00	10047	29
200904101049	2009-04-10 00:00:00	10048	94
200904101050	2009-04-10 00:00:00	10049	137
200904101051	2009-04-10 00:00:00	10050	122
200904101052	2009-04-10 00:00:00	10051	38
200904101053	2009-04-10 00:00:00	10052	85
200904101054	2009-04-10 00:00:00	10053	169
200904101055	2009-04-10 00:00:00	10054	68
200904101056	2009-04-10 00:00:00	10055	151
200904101057	2009-04-10 00:00:00	10056	198
200904101058	2009-04-10 00:00:00	10057	153
200904101059	2009-04-10 00:00:00	10058	97
200904101060	2009-04-10 00:00:00	10059	136
200904101061	2009-04-10 00:00:00	10060	209
200904101062	2009-04-10 00:00:00	10061	48
200904101063	2009-04-10 00:00:00	10062	58
200904101064	2009-04-10 00:00:00	10063	194
200904101065	2009-04-10 00:00:00	10064	161
200904101066	2009-04-10 00:00:00	10065	146
200904101067	2009-04-10 00:00:00	10066	166
200904101068	2009-04-10 00:00:00	10067	163
200904101069	2009-04-10 00:00:00	10068	46
200904101070	2009-04-10 00:00:00	10069	116
200904101071	2009-04-10 00:00:00	10070	151
200904101072	2009-04-10 00:00:00	10071	78
200904101073	2009-04-10 00:00:00	10072	20
200904101074	2009-04-10 00:00:00	10073	186
200904101075	2009-04-10 00:00:00	10074	208
200904101076	2009-04-10 00:00:00	10075	41
200904101077	2009-04-10 00:00:00	10076	49
200904101078	2009-04-10 00:00:00	10077	149
200904101079	2009-04-10 00:00:00	10078	58
200904101080	2009-04-10 00:00:00	10079	119
200904101081	2009-04-10 00:00:00	10080	146
200904101082	2009-04-10 00:00:00	10081	140
200904101083	2009-04-10 00:00:00	10082	142
200904101084	2009-04-10 00:00:00	10083	115
200904101085	2009-04-10 00:00:00	10084	31
200904101086	2009-04-10 00:00:00	10085	159
200904101087	2009-04-10 00:00:00	10086	199
200904101088	2009-04-10 00:00:00	10087	85
200904101089	2009-04-10 00:00:00	10088	50
200904101090	2009-04-10 00:00:00	10089	195
200904101091	2009-04-10 00:00:00	10090	186
200904101092	2009-04-10 00:00:00	10091	59
200904101093	2009-04-10 00:00:00	10092	31
200904101094	2009-04-10 00:00:00	10093	146
200904101095	2009-04-10 00:00:00	10094	50
200904101096	2009-04-10 00:00:00	10095	133
200904101097	2009-04-10 00:00:00	10096	133
200904101098	2009-04-10 00:00:00	10097	40
200904101099	2009-04-10 00:00:00	10098	156
200904101100	2009-04-10 00:00:00	10099	118
200904101101	2009-04-10 00:00:00	10100	108
200904101102	2009-04-10 00:00:00	10101	87
200904101103	2009-04-10 00:00:00	10102	93
200904101104	2009-04-10 00:00:00	10103	119
200904101105	2009-04-10 00:00:00	10104	198
200904101106	2009-04-10 00:00:00	10105	38
200904101107	2009-04-10 00:00:00	10106	196
200904101108	2009-04-10 00:00:00	10107	116
200904101109	2009-04-10 00:00:00	10108	169
200904101110	2009-04-10 00:00:00	10109	45
200904101111	2009-04-10 00:00:00	10110	67
200904101112	2009-04-10 00:00:00	10111	22
200904101113	2009-04-10 00:00:00	10112	152
200904101114	2009-04-10 00:00:00	10113	200
200904101115	2009-04-10 00:00:00	10114	116
200904101116	2009-04-10 00:00:00	10115	100
200904101117	2009-04-10 00:00:00	10116	30
200904101118	2009-04-10 00:00:00	10117	121
200904101119	2009-04-10 00:00:00	10118	30
200904101120	2009-04-10 00:00:00	10119	74
200904101121	2009-04-10 00:00:00	10120	13
200904101122	2009-04-10 00:00:00	10121	12
200904101123	2009-04-10 00:00:00	10122	36
200904101124	2009-04-10 00:00:00	10123	115
200904101125	2009-04-10 00:00:00	10124	100
200904101126	2009-04-10 00:00:00	10125	37
200904101127	2009-04-10 00:00:00	10126	36
200904101128	2009-04-10 00:00:00	10127	34
200904101129	2009-04-10 00:00:00	10128	155
200904101130	2009-04-10 00:00:00	10129	28
200904101131	2009-04-10 00:00:00	10130	206
200904101132	2009-04-10 00:00:00	10131	100
200904101133	2009-04-10 00:00:00	10132	190
200904101134	2009-04-10 00:00:00	10133	169
200904101135	2009-04-10 00:00:00	10134	57
200904101136	2009-04-10 00:00:00	10135	109
200904101137	2009-04-10 00:00:00	10136	201
200904101138	2009-04-10 00:00:00	10137	168
200904101139	2009-04-10 00:00:00	10138	197
200904101140	2009-04-10 00:00:00	10139	112
200904101141	2009-04-10 00:00:00	10140	150
200904101142	2009-04-10 00:00:00	10141	115
200904101143	2009-04-10 00:00:00	10142	35
200904101144	2009-04-10 00:00:00	10143	43
200904101145	2009-04-10 00:00:00	10144	202
200904101146	2009-04-10 00:00:00	10145	137
200904101147	2009-04-10 00:00:00	10146	47
200904101148	2009-04-10 00:00:00	10147	141
200904101149	2009-04-10 00:00:00	10148	117
200904101150	2009-04-10 00:00:00	10149	129
200904101151	2009-04-10 00:00:00	10150	196
200904101152	2009-04-10 00:00:00	10151	186
200904101153	2009-04-10 00:00:00	10152	208
200904101154	2009-04-10 00:00:00	10153	12
200904101155	2009-04-10 00:00:00	10154	44
200904101156	2009-04-10 00:00:00	10155	35
200904101157	2009-04-10 00:00:00	10156	192
200904101158	2009-04-10 00:00:00	10157	188
200904101159	2009-04-10 00:00:00	10158	20
200904101160	2009-04-10 00:00:00	10159	173
200904101161	2009-04-10 00:00:00	10160	169
200904101162	2009-04-10 00:00:00	10161	108
200904101163	2009-04-10 00:00:00	10162	35
200904101164	2009-04-10 00:00:00	10163	106
200904101165	2009-04-10 00:00:00	10164	18
200904101166	2009-04-10 00:00:00	10165	141
200904101167	2009-04-10 00:00:00	10166	87
200904101168	2009-04-10 00:00:00	10167	108
200904101169	2009-04-10 00:00:00	10168	175
200904101170	2009-04-10 00:00:00	10169	65
200904101171	2009-04-10 00:00:00	10170	36
200904101172	2009-04-10 00:00:00	10171	27
200904101173	2009-04-10 00:00:00	10172	189
200904101174	2009-04-10 00:00:00	10173	195
200904101175	2009-04-10 00:00:00	10174	101
200904101176	2009-04-10 00:00:00	10175	188
200904101177	2009-04-10 00:00:00	10176	71
200904101178	2009-04-10 00:00:00	10177	180
200904101179	2009-04-10 00:00:00	10178	153
200904101180	2009-04-10 00:00:00	10179	88
200904101181	2009-04-10 00:00:00	10180	53
200904101182	2009-04-10 00:00:00	10181	87
200904101183	2009-04-10 00:00:00	10182	18
200904101184	2009-04-10 00:00:00	10183	175
200904101185	2009-04-10 00:00:00	10184	156
200904101186	2009-04-10 00:00:00	10185	208
200904101187	2009-04-10 00:00:00	10186	62
200904101188	2009-04-10 00:00:00	10187	131
200904101189	2009-04-10 00:00:00	10188	136
200904101190	2009-04-10 00:00:00	10189	113
200904101191	2009-04-10 00:00:00	10190	63
200904101192	2009-04-10 00:00:00	10191	132
200904101193	2009-04-10 00:00:00	10192	102
200904101194	2009-04-10 00:00:00	10193	168
200904101195	2009-04-10 00:00:00	10194	172
200904101196	2009-04-10 00:00:00	10195	128
200904101197	2009-04-10 00:00:00	10196	61
200904101198	2009-04-10 00:00:00	10197	36
200904101199	2009-04-10 00:00:00	10198	74
200904101200	2009-04-10 00:00:00	10199	144
200904101201	2009-04-10 00:00:00	10200	103
200905101001	2009-05-10 00:00:00	10000	87
200905101002	2009-05-10 00:00:00	10001	21
200905101003	2009-05-10 00:00:00	10002	11
200905101004	2009-05-10 00:00:00	10003	85
200905101005	2009-05-10 00:00:00	10004	170
200905101006	2009-05-10 00:00:00	10005	57
200905101007	2009-05-10 00:00:00	10006	136
200905101008	2009-05-10 00:00:00	10007	89
200905101009	2009-05-10 00:00:00	10008	92
200905101010	2009-05-10 00:00:00	10009	121
200905101011	2009-05-10 00:00:00	10010	39
200905101012	2009-05-10 00:00:00	10011	20
200905101013	2009-05-10 00:00:00	10012	142
200905101014	2009-05-10 00:00:00	10013	84
200905101015	2009-05-10 00:00:00	10014	205
200905101016	2009-05-10 00:00:00	10015	115
200905101017	2009-05-10 00:00:00	10016	105
200905101018	2009-05-10 00:00:00	10017	115
200905101019	2009-05-10 00:00:00	10018	200
200905101020	2009-05-10 00:00:00	10019	170
200905101021	2009-05-10 00:00:00	10020	145
200905101022	2009-05-10 00:00:00	10021	130
200905101023	2009-05-10 00:00:00	10022	86
200905101024	2009-05-10 00:00:00	10023	63
200905101025	2009-05-10 00:00:00	10024	42
200905101026	2009-05-10 00:00:00	10025	142
200905101027	2009-05-10 00:00:00	10026	18
200905101028	2009-05-10 00:00:00	10027	151
200905101029	2009-05-10 00:00:00	10028	80
200905101030	2009-05-10 00:00:00	10029	68
200905101031	2009-05-10 00:00:00	10030	62
200905101032	2009-05-10 00:00:00	10031	59
200905101033	2009-05-10 00:00:00	10032	75
200905101034	2009-05-10 00:00:00	10033	187
200905101035	2009-05-10 00:00:00	10034	194
200905101036	2009-05-10 00:00:00	10035	118
200905101037	2009-05-10 00:00:00	10036	78
200905101038	2009-05-10 00:00:00	10037	120
200905101039	2009-05-10 00:00:00	10038	45
200905101040	2009-05-10 00:00:00	10039	51
200905101041	2009-05-10 00:00:00	10040	154
200905101042	2009-05-10 00:00:00	10041	19
200905101043	2009-05-10 00:00:00	10042	134
200905101044	2009-05-10 00:00:00	10043	168
200905101045	2009-05-10 00:00:00	10044	142
200905101046	2009-05-10 00:00:00	10045	94
200905101047	2009-05-10 00:00:00	10046	28
200905101048	2009-05-10 00:00:00	10047	50
200905101049	2009-05-10 00:00:00	10048	49
200905101050	2009-05-10 00:00:00	10049	172
200905101051	2009-05-10 00:00:00	10050	78
200905101052	2009-05-10 00:00:00	10051	152
200905101053	2009-05-10 00:00:00	10052	65
200905101054	2009-05-10 00:00:00	10053	195
200905101055	2009-05-10 00:00:00	10054	143
200905101056	2009-05-10 00:00:00	10055	177
200905101057	2009-05-10 00:00:00	10056	14
200905101058	2009-05-10 00:00:00	10057	91
200905101059	2009-05-10 00:00:00	10058	13
200905101060	2009-05-10 00:00:00	10059	157
200905101061	2009-05-10 00:00:00	10060	72
200905101062	2009-05-10 00:00:00	10061	37
200905101063	2009-05-10 00:00:00	10062	27
200905101064	2009-05-10 00:00:00	10063	108
200905101065	2009-05-10 00:00:00	10064	23
200905101066	2009-05-10 00:00:00	10065	190
200905101067	2009-05-10 00:00:00	10066	175
200905101068	2009-05-10 00:00:00	10067	186
200905101069	2009-05-10 00:00:00	10068	58
200905101070	2009-05-10 00:00:00	10069	155
200905101071	2009-05-10 00:00:00	10070	20
200905101072	2009-05-10 00:00:00	10071	186
200905101073	2009-05-10 00:00:00	10072	189
200905101074	2009-05-10 00:00:00	10073	43
200905101075	2009-05-10 00:00:00	10074	199
200905101076	2009-05-10 00:00:00	10075	12
200905101077	2009-05-10 00:00:00	10076	149
200905101078	2009-05-10 00:00:00	10077	139
200905101079	2009-05-10 00:00:00	10078	209
200905101080	2009-05-10 00:00:00	10079	67
200905101081	2009-05-10 00:00:00	10080	12
200905101082	2009-05-10 00:00:00	10081	161
200905101083	2009-05-10 00:00:00	10082	53
200905101084	2009-05-10 00:00:00	10083	15
200905101085	2009-05-10 00:00:00	10084	166
200905101086	2009-05-10 00:00:00	10085	183
200905101087	2009-05-10 00:00:00	10086	134
200905101088	2009-05-10 00:00:00	10087	79
200905101089	2009-05-10 00:00:00	10088	169
200905101090	2009-05-10 00:00:00	10089	70
200905101091	2009-05-10 00:00:00	10090	104
200905101092	2009-05-10 00:00:00	10091	100
200905101093	2009-05-10 00:00:00	10092	25
200905101094	2009-05-10 00:00:00	10093	80
200905101095	2009-05-10 00:00:00	10094	73
200905101096	2009-05-10 00:00:00	10095	63
200905101097	2009-05-10 00:00:00	10096	194
200905101098	2009-05-10 00:00:00	10097	49
200905101099	2009-05-10 00:00:00	10098	146
200905101100	2009-05-10 00:00:00	10099	189
200905101101	2009-05-10 00:00:00	10100	144
200905101102	2009-05-10 00:00:00	10101	151
200905101103	2009-05-10 00:00:00	10102	25
200905101104	2009-05-10 00:00:00	10103	169
200905101105	2009-05-10 00:00:00	10104	45
200905101106	2009-05-10 00:00:00	10105	130
200905101107	2009-05-10 00:00:00	10106	43
200905101108	2009-05-10 00:00:00	10107	77
200905101109	2009-05-10 00:00:00	10108	198
200905101110	2009-05-10 00:00:00	10109	43
200905101111	2009-05-10 00:00:00	10110	201
200905101112	2009-05-10 00:00:00	10111	84
200905101113	2009-05-10 00:00:00	10112	35
200905101114	2009-05-10 00:00:00	10113	38
200905101115	2009-05-10 00:00:00	10114	120
200905101116	2009-05-10 00:00:00	10115	82
200905101117	2009-05-10 00:00:00	10116	186
200905101118	2009-05-10 00:00:00	10117	178
200905101119	2009-05-10 00:00:00	10118	46
200905101120	2009-05-10 00:00:00	10119	52
200905101121	2009-05-10 00:00:00	10120	200
200905101122	2009-05-10 00:00:00	10121	164
200905101123	2009-05-10 00:00:00	10122	53
200905101124	2009-05-10 00:00:00	10123	134
200905101125	2009-05-10 00:00:00	10124	48
200905101126	2009-05-10 00:00:00	10125	92
200905101127	2009-05-10 00:00:00	10126	104
200905101128	2009-05-10 00:00:00	10127	83
200905101129	2009-05-10 00:00:00	10128	82
200905101130	2009-05-10 00:00:00	10129	137
200905101131	2009-05-10 00:00:00	10130	78
200905101132	2009-05-10 00:00:00	10131	58
200905101133	2009-05-10 00:00:00	10132	115
200905101134	2009-05-10 00:00:00	10133	146
200905101135	2009-05-10 00:00:00	10134	46
200905101136	2009-05-10 00:00:00	10135	190
200905101137	2009-05-10 00:00:00	10136	124
200905101138	2009-05-10 00:00:00	10137	209
200905101139	2009-05-10 00:00:00	10138	199
200905101140	2009-05-10 00:00:00	10139	197
200905101141	2009-05-10 00:00:00	10140	107
200905101142	2009-05-10 00:00:00	10141	147
200905101143	2009-05-10 00:00:00	10142	73
200905101144	2009-05-10 00:00:00	10143	164
200905101145	2009-05-10 00:00:00	10144	124
200905101146	2009-05-10 00:00:00	10145	108
200905101147	2009-05-10 00:00:00	10146	88
200905101148	2009-05-10 00:00:00	10147	18
200905101149	2009-05-10 00:00:00	10148	71
200905101150	2009-05-10 00:00:00	10149	65
200905101151	2009-05-10 00:00:00	10150	118
200905101152	2009-05-10 00:00:00	10151	20
200905101153	2009-05-10 00:00:00	10152	60
200905101154	2009-05-10 00:00:00	10153	74
200905101155	2009-05-10 00:00:00	10154	64
200905101156	2009-05-10 00:00:00	10155	159
200905101157	2009-05-10 00:00:00	10156	84
200905101158	2009-05-10 00:00:00	10157	70
200905101159	2009-05-10 00:00:00	10158	148
200905101160	2009-05-10 00:00:00	10159	128
200905101161	2009-05-10 00:00:00	10160	36
200905101162	2009-05-10 00:00:00	10161	30
200905101163	2009-05-10 00:00:00	10162	157
200905101164	2009-05-10 00:00:00	10163	46
200905101165	2009-05-10 00:00:00	10164	194
200905101166	2009-05-10 00:00:00	10165	198
200905101167	2009-05-10 00:00:00	10166	106
200905101168	2009-05-10 00:00:00	10167	66
200905101169	2009-05-10 00:00:00	10168	158
200905101170	2009-05-10 00:00:00	10169	109
200905101171	2009-05-10 00:00:00	10170	123
200905101172	2009-05-10 00:00:00	10171	57
200905101173	2009-05-10 00:00:00	10172	137
200905101174	2009-05-10 00:00:00	10173	148
200905101175	2009-05-10 00:00:00	10174	86
200905101176	2009-05-10 00:00:00	10175	90
200905101177	2009-05-10 00:00:00	10176	186
200905101178	2009-05-10 00:00:00	10177	188
200905101179	2009-05-10 00:00:00	10178	135
200905101180	2009-05-10 00:00:00	10179	44
200905101181	2009-05-10 00:00:00	10180	205
200905101182	2009-05-10 00:00:00	10181	33
200905101183	2009-05-10 00:00:00	10182	172
200905101184	2009-05-10 00:00:00	10183	182
200905101185	2009-05-10 00:00:00	10184	68
200905101186	2009-05-10 00:00:00	10185	145
200905101187	2009-05-10 00:00:00	10186	105
200905101188	2009-05-10 00:00:00	10187	94
200905101189	2009-05-10 00:00:00	10188	91
200905101190	2009-05-10 00:00:00	10189	83
200905101191	2009-05-10 00:00:00	10190	52
200905101192	2009-05-10 00:00:00	10191	60
200905101193	2009-05-10 00:00:00	10192	120
200905101194	2009-05-10 00:00:00	10193	193
200905101195	2009-05-10 00:00:00	10194	58
200905101196	2009-05-10 00:00:00	10195	56
200905101197	2009-05-10 00:00:00	10196	192
200905101198	2009-05-10 00:00:00	10197	14
200905101199	2009-05-10 00:00:00	10198	126
200905101200	2009-05-10 00:00:00	10199	203
200905101201	2009-05-10 00:00:00	10200	41
200906101001	2009-06-10 00:00:00	10000	114
200906101002	2009-06-10 00:00:00	10001	36
200906101003	2009-06-10 00:00:00	10002	193
200906101004	2009-06-10 00:00:00	10003	104
200906101005	2009-06-10 00:00:00	10004	185
200906101006	2009-06-10 00:00:00	10005	114
200906101007	2009-06-10 00:00:00	10006	192
200906101008	2009-06-10 00:00:00	10007	22
200906101009	2009-06-10 00:00:00	10008	30
200906101010	2009-06-10 00:00:00	10009	20
200906101011	2009-06-10 00:00:00	10010	192
200906101012	2009-06-10 00:00:00	10011	79
200906101013	2009-06-10 00:00:00	10012	125
200906101014	2009-06-10 00:00:00	10013	208
200906101015	2009-06-10 00:00:00	10014	110
200906101016	2009-06-10 00:00:00	10015	62
200906101017	2009-06-10 00:00:00	10016	50
200906101018	2009-06-10 00:00:00	10017	73
200906101019	2009-06-10 00:00:00	10018	202
200906101020	2009-06-10 00:00:00	10019	81
200906101021	2009-06-10 00:00:00	10020	74
200906101022	2009-06-10 00:00:00	10021	42
200906101023	2009-06-10 00:00:00	10022	198
200906101024	2009-06-10 00:00:00	10023	35
200906101025	2009-06-10 00:00:00	10024	131
200906101026	2009-06-10 00:00:00	10025	85
200906101027	2009-06-10 00:00:00	10026	28
200906101028	2009-06-10 00:00:00	10027	111
200906101029	2009-06-10 00:00:00	10028	23
200906101030	2009-06-10 00:00:00	10029	41
200906101031	2009-06-10 00:00:00	10030	20
200906101032	2009-06-10 00:00:00	10031	105
200906101033	2009-06-10 00:00:00	10032	168
200906101034	2009-06-10 00:00:00	10033	18
200906101035	2009-06-10 00:00:00	10034	36
200906101116	2009-06-10 00:00:00	10115	16
200906101117	2009-06-10 00:00:00	10116	16
200906101118	2009-06-10 00:00:00	10117	121
200906101119	2009-06-10 00:00:00	10118	65
200906101120	2009-06-10 00:00:00	10119	118
200906101121	2009-06-10 00:00:00	10120	156
200906101122	2009-06-10 00:00:00	10121	113
200906101123	2009-06-10 00:00:00	10122	104
200906101124	2009-06-10 00:00:00	10123	184
200906101125	2009-06-10 00:00:00	10124	60
200906101126	2009-06-10 00:00:00	10125	85
200906101127	2009-06-10 00:00:00	10126	140
200906101128	2009-06-10 00:00:00	10127	194
200906101129	2009-06-10 00:00:00	10128	103
200906101130	2009-06-10 00:00:00	10129	88
200906101131	2009-06-10 00:00:00	10130	131
200906101132	2009-06-10 00:00:00	10131	30
200906101133	2009-06-10 00:00:00	10132	205
200906101134	2009-06-10 00:00:00	10133	172
200906101135	2009-06-10 00:00:00	10134	107
200906101136	2009-06-10 00:00:00	10135	202
200906101137	2009-06-10 00:00:00	10136	111
200906101138	2009-06-10 00:00:00	10137	138
200906101139	2009-06-10 00:00:00	10138	201
200906101140	2009-06-10 00:00:00	10139	77
200906101141	2009-06-10 00:00:00	10140	187
200906101142	2009-06-10 00:00:00	10141	13
200906101143	2009-06-10 00:00:00	10142	34
200906101144	2009-06-10 00:00:00	10143	73
200906101145	2009-06-10 00:00:00	10144	23
200906101146	2009-06-10 00:00:00	10145	108
200906101147	2009-06-10 00:00:00	10146	150
200906101148	2009-06-10 00:00:00	10147	162
200906101149	2009-06-10 00:00:00	10148	180
200906101150	2009-06-10 00:00:00	10149	35
200906101151	2009-06-10 00:00:00	10150	58
200906101152	2009-06-10 00:00:00	10151	117
200906101153	2009-06-10 00:00:00	10152	142
200906101154	2009-06-10 00:00:00	10153	15
200906101155	2009-06-10 00:00:00	10154	65
200906101156	2009-06-10 00:00:00	10155	90
200906101157	2009-06-10 00:00:00	10156	144
200906101158	2009-06-10 00:00:00	10157	161
200906101159	2009-06-10 00:00:00	10158	118
200906101160	2009-06-10 00:00:00	10159	96
200906101161	2009-06-10 00:00:00	10160	13
200906101162	2009-06-10 00:00:00	10161	82
200906101163	2009-06-10 00:00:00	10162	53
200906101164	2009-06-10 00:00:00	10163	137
200906101165	2009-06-10 00:00:00	10164	158
200906101166	2009-06-10 00:00:00	10165	142
200906101167	2009-06-10 00:00:00	10166	62
200906101168	2009-06-10 00:00:00	10167	174
200906101169	2009-06-10 00:00:00	10168	56
200906101170	2009-06-10 00:00:00	10169	28
200906101171	2009-06-10 00:00:00	10170	114
200906101172	2009-06-10 00:00:00	10171	12
200906101173	2009-06-10 00:00:00	10172	136
200906101174	2009-06-10 00:00:00	10173	152
200906101175	2009-06-10 00:00:00	10174	56
200906101176	2009-06-10 00:00:00	10175	35
200906101177	2009-06-10 00:00:00	10176	171
200906101178	2009-06-10 00:00:00	10177	184
200906101179	2009-06-10 00:00:00	10178	195
200906101180	2009-06-10 00:00:00	10179	86
200906101181	2009-06-10 00:00:00	10180	156
200906101182	2009-06-10 00:00:00	10181	138
200906101183	2009-06-10 00:00:00	10182	118
200906101184	2009-06-10 00:00:00	10183	140
200906101185	2009-06-10 00:00:00	10184	64
200906101186	2009-06-10 00:00:00	10185	71
200906101187	2009-06-10 00:00:00	10186	156
200906101188	2009-06-10 00:00:00	10187	173
200906101189	2009-06-10 00:00:00	10188	82
200906101190	2009-06-10 00:00:00	10189	74
200906101191	2009-06-10 00:00:00	10190	199
200906101192	2009-06-10 00:00:00	10191	120
200906101193	2009-06-10 00:00:00	10192	103
200906101194	2009-06-10 00:00:00	10193	74
200906101195	2009-06-10 00:00:00	10194	198
200907101075	2009-07-10 00:00:00	10074	191
200907101076	2009-07-10 00:00:00	10075	94
200907101077	2009-07-10 00:00:00	10076	34
200907101078	2009-07-10 00:00:00	10077	20
200907101079	2009-07-10 00:00:00	10078	70
200907101080	2009-07-10 00:00:00	10079	10
200907101081	2009-07-10 00:00:00	10080	197
200907101082	2009-07-10 00:00:00	10081	139
200907101083	2009-07-10 00:00:00	10082	12
200907101084	2009-07-10 00:00:00	10083	89
200907101085	2009-07-10 00:00:00	10084	135
200907101086	2009-07-10 00:00:00	10085	23
200907101087	2009-07-10 00:00:00	10086	120
200907101088	2009-07-10 00:00:00	10087	37
200907101089	2009-07-10 00:00:00	10088	64
200907101090	2009-07-10 00:00:00	10089	97
200907101091	2009-07-10 00:00:00	10090	23
200907101092	2009-07-10 00:00:00	10091	42
200907101093	2009-07-10 00:00:00	10092	114
200907101094	2009-07-10 00:00:00	10093	84
200907101095	2009-07-10 00:00:00	10094	35
200907101096	2009-07-10 00:00:00	10095	192
200907101097	2009-07-10 00:00:00	10096	65
200907101098	2009-07-10 00:00:00	10097	157
200907101099	2009-07-10 00:00:00	10098	40
200907101100	2009-07-10 00:00:00	10099	61
200907101101	2009-07-10 00:00:00	10100	189
200907101102	2009-07-10 00:00:00	10101	21
200907101103	2009-07-10 00:00:00	10102	32
200907101104	2009-07-10 00:00:00	10103	202
200907101105	2009-07-10 00:00:00	10104	191
200907101106	2009-07-10 00:00:00	10105	76
200907101107	2009-07-10 00:00:00	10106	186
200907101108	2009-07-10 00:00:00	10107	166
200907101109	2009-07-10 00:00:00	10108	155
200907101110	2009-07-10 00:00:00	10109	142
200907101111	2009-07-10 00:00:00	10110	74
200907101112	2009-07-10 00:00:00	10111	57
200907101113	2009-07-10 00:00:00	10112	37
200907101114	2009-07-10 00:00:00	10113	80
200907101115	2009-07-10 00:00:00	10114	40
200907101116	2009-07-10 00:00:00	10115	70
200907101117	2009-07-10 00:00:00	10116	40
200907101118	2009-07-10 00:00:00	10117	154
200907101119	2009-07-10 00:00:00	10118	166
200907101120	2009-07-10 00:00:00	10119	205
200907101121	2009-07-10 00:00:00	10120	125
200907101122	2009-07-10 00:00:00	10121	198
200907101123	2009-07-10 00:00:00	10122	128
200907101124	2009-07-10 00:00:00	10123	161
200907101125	2009-07-10 00:00:00	10124	119
200907101126	2009-07-10 00:00:00	10125	89
200907101127	2009-07-10 00:00:00	10126	92
200907101128	2009-07-10 00:00:00	10127	112
200907101129	2009-07-10 00:00:00	10128	119
200907101130	2009-07-10 00:00:00	10129	68
200907101131	2009-07-10 00:00:00	10130	149
200907101132	2009-07-10 00:00:00	10131	60
200907101133	2009-07-10 00:00:00	10132	118
200907101134	2009-07-10 00:00:00	10133	198
200907101135	2009-07-10 00:00:00	10134	119
200907101136	2009-07-10 00:00:00	10135	84
200907101137	2009-07-10 00:00:00	10136	95
200907101138	2009-07-10 00:00:00	10137	73
200907101139	2009-07-10 00:00:00	10138	131
200907101140	2009-07-10 00:00:00	10139	201
200907101141	2009-07-10 00:00:00	10140	108
200907101142	2009-07-10 00:00:00	10141	12
200907101143	2009-07-10 00:00:00	10142	198
200907101144	2009-07-10 00:00:00	10143	120
200907101145	2009-07-10 00:00:00	10144	87
200907101146	2009-07-10 00:00:00	10145	133
200907101147	2009-07-10 00:00:00	10146	38
200907101148	2009-07-10 00:00:00	10147	111
200907101149	2009-07-10 00:00:00	10148	19
200907101150	2009-07-10 00:00:00	10149	10
200907101151	2009-07-10 00:00:00	10150	90
200907101152	2009-07-10 00:00:00	10151	200
200907101153	2009-07-10 00:00:00	10152	177
200907101154	2009-07-10 00:00:00	10153	126
200908101034	2009-08-10 00:00:00	10033	124
200908101035	2009-08-10 00:00:00	10034	195
200908101036	2009-08-10 00:00:00	10035	156
200908101037	2009-08-10 00:00:00	10036	202
200908101038	2009-08-10 00:00:00	10037	49
200908101039	2009-08-10 00:00:00	10038	120
200908101040	2009-08-10 00:00:00	10039	180
200908101041	2009-08-10 00:00:00	10040	142
200908101042	2009-08-10 00:00:00	10041	141
200908101043	2009-08-10 00:00:00	10042	28
200908101044	2009-08-10 00:00:00	10043	200
200908101045	2009-08-10 00:00:00	10044	165
200908101046	2009-08-10 00:00:00	10045	58
200908101047	2009-08-10 00:00:00	10046	207
