Customer	Model	Date
005080	Touareg	2003-01-29 00:00:00
001689	Jetta	2003-01-29 00:00:00
001637	Santana	2003-01-29 00:00:00
005884	MAGOTAN	2003-01-29 00:00:00
001988	Santana	2003-01-29 00:00:00
003522	Jetta	2003-01-30 00:00:00
005067	Jetta	2003-01-30 00:00:00
003199	Polo	2003-01-30 00:00:00
005254	Jetta	2003-01-30 00:00:00
004018	Polaris	2003-01-31 00:00:00
001756	Polo	2003-01-31 00:00:00
005442	Polo	2003-01-31 00:00:00
004148	Polaris	2003-02-01 00:00:00
003811	Touareg	2003-02-01 00:00:00
001355	Jetta	2003-02-01 00:00:00
000742	Polaris	2003-02-01 00:00:00
005180	Santana	2003-02-02 00:00:00
004425	Santana	2003-02-02 00:00:00
005996	Golf	2003-02-03 00:00:00
003703	Polo	2003-02-03 00:00:00
000231	MAGOTAN	2003-02-03 00:00:00
004414	Santana	2003-02-03 00:00:00
001105	Sagitar	2003-02-04 00:00:00
005116	Polo	2003-02-05 00:00:00
000633	MAGOTAN	2003-02-05 00:00:00
002813	Touareg	2003-02-05 00:00:00
005716	Jetta	2003-02-05 00:00:00
001852	Polaris	2003-02-06 00:00:00
005289	Polaris	2003-02-06 00:00:00
001069	Touareg	2003-02-07 00:00:00
000320	Santana	2003-02-07 00:00:00
001432	MAGOTAN	2003-02-08 00:00:00
005596	Polo	2003-02-08 00:00:00
000953	Polo	2003-02-08 00:00:00
004137	Golf	2003-02-09 00:00:00
005381	Polaris	2003-02-09 00:00:00
005458	Touareg	2003-02-09 00:00:00
002746	Jetta	2003-02-10 00:00:00
001610	Touareg	2003-02-11 00:00:00
002846	Santana	2003-02-12 00:00:00
001161	Polaris	2003-02-13 00:00:00
002659	Santana	2003-02-13 00:00:00
001616	Polaris	2003-02-13 00:00:00
002501	Polaris	2003-02-13 00:00:00
003147	Sagitar	2003-02-13 00:00:00
005089	Sagitar	2003-02-14 00:00:00
005780	Santana	2003-02-14 00:00:00
004752	MAGOTAN	2003-02-14 00:00:00
004052	Jetta	2003-02-15 00:00:00
000637	MAGOTAN	2003-02-15 00:00:00
000276	Santana	2003-02-15 00:00:00
003956	Polaris	2003-02-15 00:00:00
004773	Jetta	2003-02-16 00:00:00
005930	Touareg	2003-02-16 00:00:00
004589	Polo	2003-02-16 00:00:00
001922	Polaris	2003-02-16 00:00:00
000155	Jetta	2003-02-16 00:00:00
005610	Santana	2003-02-17 00:00:00
003294	Polaris	2003-02-17 00:00:00
000742	Polo	2003-02-17 00:00:00
002520	Polo	2003-02-17 00:00:00
004287	MAGOTAN	2003-02-18 00:00:00
004738	Polaris	2003-02-18 00:00:00
005711	MAGOTAN	2003-02-18 00:00:00
002218	Polaris	2003-02-18 00:00:00
002454	Polo	2003-02-18 00:00:00
000231	Golf	2003-02-19 00:00:00
000741	Sagitar	2003-02-19 00:00:00
000695	MAGOTAN	2003-02-19 00:00:00
004627	Santana	2003-02-19 00:00:00
005409	Polo	2003-02-20 00:00:00
003453	Polaris	2003-02-21 00:00:00
004752	Golf	2003-02-21 00:00:00
000993	Sagitar	2003-02-21 00:00:00
002681	Touareg	2003-02-21 00:00:00
005851	Polaris	2003-02-21 00:00:00
004963	Polo	2003-02-22 00:00:00
003018	Polaris	2003-02-22 00:00:00
002386	Polo	2003-02-22 00:00:00
003955	Jetta	2003-02-22 00:00:00
004316	Jetta	2003-02-22 00:00:00
001383	Sagitar	2003-02-23 00:00:00
000544	Polo	2003-02-23 00:00:00
003490	Golf	2003-02-24 00:00:00
003755	Polaris	2003-02-24 00:00:00
003509	Golf	2003-02-24 00:00:00
003489	Polaris	2003-02-24 00:00:00
004622	Touareg	2003-02-24 00:00:00
002333	Touareg	2003-02-25 00:00:00
001567	Sagitar	2003-02-25 00:00:00
001629	MAGOTAN	2003-02-25 00:00:00
003024	Polo	2003-02-25 00:00:00
001525	Touareg	2003-02-26 00:00:00
000468	Golf	2003-02-26 00:00:00
001217	MAGOTAN	2003-02-27 00:00:00
000266	MAGOTAN	2003-02-27 00:00:00
001559	MAGOTAN	2003-02-27 00:00:00
000618	Sagitar	2003-02-27 00:00:00
003468	Polo	2003-02-28 00:00:00
003471	Polaris	2003-02-28 00:00:00
005550	Polo	2003-02-28 00:00:00
005155	MAGOTAN	2003-02-28 00:00:00
003986	Santana	2003-03-01 00:00:00
004355	Polaris	2003-03-01 00:00:00
001679	Polaris	2003-03-01 00:00:00
003767	Polaris	2003-03-02 00:00:00
005123	Santana	2003-03-02 00:00:00
002870	MAGOTAN	2003-03-02 00:00:00
001277	Golf	2003-03-02 00:00:00
000832	Touareg	2003-03-02 00:00:00
003734	MAGOTAN	2003-03-03 00:00:00
004059	Golf	2003-03-03 00:00:00
000089	Golf	2003-03-03 00:00:00
003959	Golf	2003-03-03 00:00:00
005519	Sagitar	2003-03-04 00:00:00
002938	Golf	2003-03-04 00:00:00
005464	Sagitar	2003-03-04 00:00:00
003031	Jetta	2003-03-04 00:00:00
000245	MAGOTAN	2003-03-04 00:00:00
003579	Jetta	2003-03-05 00:00:00
000430	Golf	2003-03-05 00:00:00
004361	Sagitar	2003-03-06 00:00:00
000639	MAGOTAN	2003-03-06 00:00:00
000950	Golf	2003-03-07 00:00:00
005378	Santana	2003-03-07 00:00:00
005869	MAGOTAN	2003-03-08 00:00:00
005697	Touareg	2003-03-08 00:00:00
001893	Golf	2003-03-09 00:00:00
000399	MAGOTAN	2003-03-09 00:00:00
000630	Jetta	2003-03-09 00:00:00
004368	Jetta	2003-03-10 00:00:00
002528	Touareg	2003-03-10 00:00:00
004682	Golf	2003-03-10 00:00:00
005763	Jetta	2003-03-10 00:00:00
005472	Polaris	2003-03-10 00:00:00
005626	Jetta	2003-03-11 00:00:00
002178	Jetta	2003-03-11 00:00:00
005345	Jetta	2003-03-11 00:00:00
002236	Sagitar	2003-03-11 00:00:00
003713	Polaris	2003-03-12 00:00:00
001919	MAGOTAN	2003-03-13 00:00:00
003808	Polo	2003-03-14 00:00:00
005858	Touareg	2003-03-14 00:00:00
004926	MAGOTAN	2003-03-14 00:00:00
004014	Polaris	2003-03-15 00:00:00
004400	Touareg	2003-03-15 00:00:00
003507	Santana	2003-03-15 00:00:00
004728	Santana	2003-03-15 00:00:00
002873	Jetta	2003-03-16 00:00:00
002131	MAGOTAN	2003-03-16 00:00:00
002691	Santana	2003-03-16 00:00:00
000100	Polo	2003-03-17 00:00:00
004416	Jetta	2003-03-17 00:00:00
000445	Sagitar	2003-03-17 00:00:00
002017	Golf	2003-03-17 00:00:00
005705	Jetta	2003-03-17 00:00:00
001631	MAGOTAN	2003-03-18 00:00:00
003014	Touareg	2003-03-18 00:00:00
005437	Touareg	2003-03-18 00:00:00
000007	Polaris	2003-03-19 00:00:00
005877	Golf	2003-03-20 00:00:00
000967	Polaris	2003-03-20 00:00:00
001934	Sagitar	2003-03-20 00:00:00
003215	Touareg	2003-03-20 00:00:00
004591	Golf	2003-03-21 00:00:00
004929	Polo	2003-03-21 00:00:00
001997	Santana	2003-03-21 00:00:00
005488	Sagitar	2003-03-21 00:00:00
004037	MAGOTAN	2003-03-21 00:00:00
001696	Jetta	2003-03-22 00:00:00
000359	Touareg	2003-03-23 00:00:00
001687	Golf	2003-03-23 00:00:00
004587	Polaris	2003-03-23 00:00:00
000065	Polo	2003-03-23 00:00:00
004883	Jetta	2003-03-24 00:00:00
003114	MAGOTAN	2003-03-24 00:00:00
005108	Touareg	2003-03-24 00:00:00
000430	MAGOTAN	2003-03-24 00:00:00
002463	MAGOTAN	2003-03-25 00:00:00
002457	Polaris	2003-03-25 00:00:00
004797	Golf	2003-03-25 00:00:00
003377	Santana	2003-03-25 00:00:00
000680	Polo	2003-03-26 00:00:00
003119	Touareg	2003-03-26 00:00:00
000379	Golf	2003-03-27 00:00:00
002445	Golf	2003-03-27 00:00:00
000155	Polo	2003-03-27 00:00:00
000526	MAGOTAN	2003-03-27 00:00:00
001466	Polo	2003-03-27 00:00:00
002040	Sagitar	2003-03-28 00:00:00
000083	Golf	2003-03-28 00:00:00
000638	MAGOTAN	2003-03-28 00:00:00
003084	Jetta	2003-03-29 00:00:00
005317	Golf	2003-03-29 00:00:00
003928	Polaris	2003-03-29 00:00:00
004739	Polaris	2003-03-29 00:00:00
000404	Golf	2003-03-30 00:00:00
001270	MAGOTAN	2003-03-30 00:00:00
000483	Polaris	2003-03-31 00:00:00
003915	Jetta	2003-03-31 00:00:00
003527	Polaris	2003-03-31 00:00:00
004972	Golf	2003-04-01 00:00:00
004016	Sagitar	2003-04-01 00:00:00
005749	Golf	2003-04-02 00:00:00
004924	Polaris	2003-04-02 00:00:00
001619	Polaris	2003-04-02 00:00:00
004624	Golf	2003-04-03 00:00:00
005217	Touareg	2003-04-03 00:00:00
000996	Sagitar	2003-04-03 00:00:00
005075	Touareg	2003-04-04 00:00:00
001237	Golf	2003-04-04 00:00:00
002893	Golf	2003-04-05 00:00:00
000626	Sagitar	2003-04-05 00:00:00
000213	Polaris	2003-04-05 00:00:00
002471	Sagitar	2003-04-06 00:00:00
005697	Santana	2003-04-06 00:00:00
000470	Touareg	2003-04-06 00:00:00
005137	Polaris	2003-04-06 00:00:00
003071	Sagitar	2003-04-06 00:00:00
002992	Polaris	2003-04-07 00:00:00
002878	Polaris	2003-04-07 00:00:00
001347	Jetta	2003-04-07 00:00:00
002450	MAGOTAN	2003-04-07 00:00:00
003470	Jetta	2003-04-07 00:00:00
000497	Golf	2003-04-08 00:00:00
003565	Santana	2003-04-08 00:00:00
005454	Santana	2003-04-09 00:00:00
004834	MAGOTAN	2003-04-09 00:00:00
001256	Sagitar	2003-04-09 00:00:00
003173	Santana	2003-04-09 00:00:00
004679	Jetta	2003-04-10 00:00:00
004119	MAGOTAN	2003-04-10 00:00:00
004713	Sagitar	2003-04-10 00:00:00
000830	MAGOTAN	2003-04-10 00:00:00
004385	MAGOTAN	2003-04-10 00:00:00
003496	MAGOTAN	2003-04-11 00:00:00
001798	MAGOTAN	2003-04-11 00:00:00
002493	Santana	2003-04-12 00:00:00
004298	MAGOTAN	2003-04-12 00:00:00
003152	Touareg	2003-04-12 00:00:00
004540	Polo	2003-04-13 00:00:00
003505	Polaris	2003-04-14 00:00:00
003863	Touareg	2003-04-14 00:00:00
000651	Jetta	2003-04-14 00:00:00
004547	Polaris	2003-04-14 00:00:00
001383	Polo	2003-04-15 00:00:00
000250	Sagitar	2003-04-15 00:00:00
000995	Touareg	2003-04-16 00:00:00
002451	Touareg	2003-04-16 00:00:00
004468	Polo	2003-04-16 00:00:00
001709	MAGOTAN	2003-04-16 00:00:00
002164	Polo	2003-04-16 00:00:00
002694	Touareg	2003-04-17 00:00:00
002755	Polaris	2003-04-17 00:00:00
001803	Touareg	2003-04-17 00:00:00
005039	MAGOTAN	2003-04-17 00:00:00
000945	Santana	2003-04-18 00:00:00
001135	Santana	2003-04-19 00:00:00
005254	Jetta	2003-04-19 00:00:00
004721	Touareg	2003-04-20 00:00:00
003449	Sagitar	2003-04-20 00:00:00
000848	Touareg	2003-04-20 00:00:00
003331	Touareg	2003-04-21 00:00:00
001338	MAGOTAN	2003-04-22 00:00:00
003698	Sagitar	2003-04-22 00:00:00
002084	Jetta	2003-04-22 00:00:00
000766	Santana	2003-04-22 00:00:00
004666	MAGOTAN	2003-04-23 00:00:00
000443	Jetta	2003-04-23 00:00:00
000485	MAGOTAN	2003-04-23 00:00:00
002430	Polo	2003-04-24 00:00:00
001109	Golf	2003-04-24 00:00:00
000937	Golf	2003-04-25 00:00:00
004667	Santana	2003-04-25 00:00:00
000760	Santana	2003-04-25 00:00:00
002695	Golf	2003-04-25 00:00:00
004928	Santana	2003-04-26 00:00:00
004142	MAGOTAN	2003-04-26 00:00:00
002639	Santana	2003-04-26 00:00:00
001154	Golf	2003-04-27 00:00:00
000135	Sagitar	2003-04-27 00:00:00
002215	Polaris	2003-04-27 00:00:00
005067	Polo	2003-04-27 00:00:00
000718	MAGOTAN	2003-04-28 00:00:00
004935	Polo	2003-04-29 00:00:00
002680	Golf	2003-04-29 00:00:00
004216	Polo	2003-04-30 00:00:00
005260	MAGOTAN	2003-05-01 00:00:00
000709	MAGOTAN	2003-05-02 00:00:00
001107	Golf	2003-05-02 00:00:00
004190	Touareg	2003-05-03 00:00:00
004190	Polaris	2003-05-03 00:00:00
003773	Touareg	2003-05-04 00:00:00
002949	Golf	2003-05-04 00:00:00
001524	MAGOTAN	2003-05-04 00:00:00
003524	Polaris	2003-05-04 00:00:00
002400	Touareg	2003-05-04 00:00:00
003540	Santana	2003-05-05 00:00:00
000762	Touareg	2003-05-05 00:00:00
001267	Golf	2003-05-06 00:00:00
000880	Golf	2003-05-06 00:00:00
000721	Polo	2003-05-07 00:00:00
004401	Sagitar	2003-05-07 00:00:00
001712	Polo	2003-05-08 00:00:00
005442	Polaris	2003-05-08 00:00:00
000893	Polo	2003-05-09 00:00:00
005393	Polo	2003-05-09 00:00:00
004553	Polaris	2003-05-10 00:00:00
001360	Polaris	2003-05-10 00:00:00
002907	MAGOTAN	2003-05-11 00:00:00
003704	Jetta	2003-05-11 00:00:00
002118	Golf	2003-05-12 00:00:00
000012	Golf	2003-05-12 00:00:00
000294	Polaris	2003-05-13 00:00:00
005915	Santana	2003-05-13 00:00:00
000205	Polaris	2003-05-13 00:00:00
004081	Jetta	2003-05-13 00:00:00
004363	Santana	2003-05-14 00:00:00
001865	Jetta	2003-05-14 00:00:00
004795	MAGOTAN	2003-05-14 00:00:00
002079	Polo	2003-05-14 00:00:00
003750	Polaris	2003-05-14 00:00:00
002650	Golf	2003-05-15 00:00:00
004903	Jetta	2003-05-16 00:00:00
004226	Sagitar	2003-05-16 00:00:00
005613	Polo	2003-05-16 00:00:00
000254	Touareg	2003-05-17 00:00:00
005477	Golf	2003-05-17 00:00:00
004606	Sagitar	2003-05-17 00:00:00
004057	Sagitar	2003-05-17 00:00:00
001353	Golf	2003-05-18 00:00:00
004599	Golf	2003-05-18 00:00:00
003031	Sagitar	2003-05-18 00:00:00
000895	Santana	2003-05-19 00:00:00
004359	Santana	2003-05-19 00:00:00
000797	Polo	2003-05-19 00:00:00
001357	Touareg	2003-05-20 00:00:00
000178	Santana	2003-05-20 00:00:00
002999	MAGOTAN	2003-05-20 00:00:00
005281	Sagitar	2003-05-20 00:00:00
003158	Polo	2003-05-20 00:00:00
005691	Santana	2003-05-21 00:00:00
005201	Jetta	2003-05-21 00:00:00
001066	Touareg	2003-05-21 00:00:00
004398	Santana	2003-05-21 00:00:00
001642	Jetta	2003-05-21 00:00:00
001144	Polaris	2003-05-22 00:00:00
004357	Sagitar	2003-05-22 00:00:00
005558	Santana	2003-05-22 00:00:00
003255	Polo	2003-05-22 00:00:00
005684	Touareg	2003-05-22 00:00:00
004153	Jetta	2003-05-23 00:00:00
003423	MAGOTAN	2003-05-23 00:00:00
005032	Santana	2003-05-24 00:00:00
003632	Santana	2003-05-24 00:00:00
003349	Jetta	2003-05-24 00:00:00
005510	Jetta	2003-05-25 00:00:00
002521	Golf	2003-05-25 00:00:00
001668	Golf	2003-05-26 00:00:00
005299	Polo	2003-05-27 00:00:00
004669	Polaris	2003-05-27 00:00:00
002033	Sagitar	2003-05-27 00:00:00
001849	Sagitar	2003-05-28 00:00:00
002371	Santana	2003-05-28 00:00:00
001188	Golf	2003-05-29 00:00:00
003911	Jetta	2003-05-29 00:00:00
002636	Sagitar	2003-05-29 00:00:00
001461	Polaris	2003-05-29 00:00:00
001093	MAGOTAN	2003-05-30 00:00:00
003235	Golf	2003-05-30 00:00:00
005496	Polaris	2003-05-31 00:00:00
004893	Touareg	2003-05-31 00:00:00
003334	MAGOTAN	2003-06-01 00:00:00
005085	Golf	2003-06-01 00:00:00
000998	Golf	2003-06-02 00:00:00
004077	Sagitar	2003-06-02 00:00:00
001861	MAGOTAN	2003-06-02 00:00:00
003143	Polaris	2003-06-02 00:00:00
001720	Jetta	2003-06-03 00:00:00
003675	Jetta	2003-06-04 00:00:00
001074	Jetta	2003-06-04 00:00:00
000103	Polaris	2003-06-04 00:00:00
002046	Jetta	2003-06-04 00:00:00
002862	MAGOTAN	2003-06-05 00:00:00
000813	Polaris	2003-06-05 00:00:00
000614	MAGOTAN	2003-06-05 00:00:00
002102	Polaris	2003-06-05 00:00:00
002811	Jetta	2003-06-06 00:00:00
003403	MAGOTAN	2003-06-06 00:00:00
005515	MAGOTAN	2003-06-06 00:00:00
003130	MAGOTAN	2003-06-06 00:00:00
005325	Polo	2003-06-07 00:00:00
002939	Santana	2003-06-08 00:00:00
005875	MAGOTAN	2003-06-08 00:00:00
004052	Sagitar	2003-06-08 00:00:00
002534	Jetta	2003-06-08 00:00:00
000968	Polo	2003-06-08 00:00:00
004325	Touareg	2003-06-09 00:00:00
002964	Santana	2003-06-10 00:00:00
000202	Jetta	2003-06-10 00:00:00
004186	Jetta	2003-06-11 00:00:00
002848	Sagitar	2003-06-11 00:00:00
003584	Polaris	2003-06-12 00:00:00
000234	Polo	2003-06-12 00:00:00
002958	Polo	2003-06-12 00:00:00
002499	Golf	2003-06-12 00:00:00
001306	Santana	2003-06-12 00:00:00
005311	Jetta	2003-06-13 00:00:00
000885	Sagitar	2003-06-13 00:00:00
000360	Jetta	2003-06-13 00:00:00
003630	Jetta	2003-06-14 00:00:00
000578	MAGOTAN	2003-06-14 00:00:00
003193	Polaris	2003-06-15 00:00:00
001936	Santana	2003-06-16 00:00:00
002814	Touareg	2003-06-16 00:00:00
002999	Sagitar	2003-06-16 00:00:00
000936	Polo	2003-06-16 00:00:00
005833	MAGOTAN	2003-06-17 00:00:00
003335	Sagitar	2003-06-18 00:00:00
004494	Jetta	2003-06-18 00:00:00
004945	Touareg	2003-06-18 00:00:00
004361	Polaris	2003-06-18 00:00:00
002851	Polo	2003-06-19 00:00:00
004678	Polaris	2003-06-19 00:00:00
004573	Jetta	2003-06-19 00:00:00
004491	Sagitar	2003-06-19 00:00:00
003093	Sagitar	2003-06-19 00:00:00
004437	MAGOTAN	2003-06-20 00:00:00
001424	Golf	2003-06-20 00:00:00
005410	Polaris	2003-06-21 00:00:00
001900	Golf	2003-06-22 00:00:00
000547	MAGOTAN	2003-06-22 00:00:00
005031	Polaris	2003-06-22 00:00:00
003574	Polo	2003-06-23 00:00:00
002455	Jetta	2003-06-24 00:00:00
000052	Polo	2003-06-25 00:00:00
005913	Touareg	2003-06-25 00:00:00
000766	Santana	2003-06-25 00:00:00
001943	Polaris	2003-06-25 00:00:00
005137	Jetta	2003-06-25 00:00:00
001139	MAGOTAN	2003-06-26 00:00:00
000949	Sagitar	2003-06-26 00:00:00
002398	Touareg	2003-06-26 00:00:00
000488	Polo	2003-06-26 00:00:00
005363	Touareg	2003-06-27 00:00:00
005902	Sagitar	2003-06-27 00:00:00
004241	Polaris	2003-06-27 00:00:00
000095	Sagitar	2003-06-27 00:00:00
002761	Touareg	2003-06-27 00:00:00
003564	Polo	2003-06-28 00:00:00
005649	Touareg	2003-06-29 00:00:00
004006	Polo	2003-06-29 00:00:00
003434	Jetta	2003-06-30 00:00:00
004000	Polo	2003-06-30 00:00:00
001798	Touareg	2003-06-30 00:00:00
001515	Sagitar	2003-06-30 00:00:00
004223	Golf	2003-06-30 00:00:00
000416	Santana	2003-07-01 00:00:00
004597	Sagitar	2003-07-01 00:00:00
001599	Golf	2003-07-02 00:00:00
005780	Santana	2003-07-02 00:00:00
003508	Santana	2003-07-02 00:00:00
002943	MAGOTAN	2003-07-02 00:00:00
000199	Polaris	2003-07-02 00:00:00
002141	Polaris	2003-07-03 00:00:00
001015	Touareg	2003-07-03 00:00:00
004420	Santana	2003-07-03 00:00:00
000595	Touareg	2003-07-03 00:00:00
001827	Polaris	2003-07-03 00:00:00
000110	Polo	2003-07-04 00:00:00
000949	Golf	2003-07-04 00:00:00
002099	Sagitar	2003-07-05 00:00:00
002981	Touareg	2003-07-05 00:00:00
005827	Polo	2003-07-05 00:00:00
001698	Sagitar	2003-07-05 00:00:00
005763	Santana	2003-07-05 00:00:00
003559	Golf	2003-07-06 00:00:00
002099	Polo	2003-07-06 00:00:00
004280	MAGOTAN	2003-07-06 00:00:00
004480	Golf	2003-07-06 00:00:00
000910	Golf	2003-07-07 00:00:00
005298	MAGOTAN	2003-07-07 00:00:00
002190	Golf	2003-07-07 00:00:00
001560	Sagitar	2003-07-08 00:00:00
001694	Polo	2003-07-08 00:00:00
003604	Polaris	2003-07-09 00:00:00
005658	MAGOTAN	2003-07-09 00:00:00
002861	Touareg	2003-07-09 00:00:00
003514	Golf	2003-07-09 00:00:00
005532	Polaris	2003-07-10 00:00:00
002065	Jetta	2003-07-10 00:00:00
003156	Touareg	2003-07-10 00:00:00
002484	Golf	2003-07-10 00:00:00
004417	Polo	2003-07-10 00:00:00
005507	Santana	2003-07-11 00:00:00
001825	Sagitar	2003-07-11 00:00:00
001954	Polo	2003-07-12 00:00:00
001002	Jetta	2003-07-12 00:00:00
001957	Touareg	2003-07-12 00:00:00
003262	Touareg	2003-07-12 00:00:00
001320	Polo	2003-07-13 00:00:00
001957	MAGOTAN	2003-07-14 00:00:00
002811	Jetta	2003-07-14 00:00:00
002002	Sagitar	2003-07-14 00:00:00
005902	Polaris	2003-07-14 00:00:00
000996	Polaris	2003-07-14 00:00:00
003587	Jetta	2003-07-15 00:00:00
004274	Jetta	2003-07-15 00:00:00
005577	Santana	2003-07-15 00:00:00
000254	Golf	2003-07-15 00:00:00
005492	Sagitar	2003-07-16 00:00:00
003863	Touareg	2003-07-16 00:00:00
005349	Golf	2003-07-17 00:00:00
000457	MAGOTAN	2003-07-17 00:00:00
002574	Jetta	2003-07-17 00:00:00
000366	Sagitar	2003-07-17 00:00:00
003870	Touareg	2003-07-17 00:00:00
000761	Santana	2003-07-18 00:00:00
002850	Golf	2003-07-18 00:00:00
005792	Touareg	2003-07-18 00:00:00
003293	Golf	2003-07-18 00:00:00
002588	Santana	2003-07-19 00:00:00
004708	Sagitar	2003-07-20 00:00:00
002237	Jetta	2003-07-21 00:00:00
002921	Jetta	2003-07-21 00:00:00
005693	Touareg	2003-07-21 00:00:00
003262	Jetta	2003-07-21 00:00:00
005121	Touareg	2003-07-21 00:00:00
005179	Sagitar	2003-07-22 00:00:00
000446	Polaris	2003-07-22 00:00:00
005553	MAGOTAN	2003-07-23 00:00:00
001669	Santana	2003-07-23 00:00:00
002585	Jetta	2003-07-24 00:00:00
000609	Golf	2003-07-24 00:00:00
005299	Golf	2003-07-25 00:00:00
005457	MAGOTAN	2003-07-25 00:00:00
000124	Golf	2003-07-26 00:00:00
003467	Golf	2003-07-26 00:00:00
002104	Jetta	2003-07-27 00:00:00
000309	Polo	2003-07-27 00:00:00
003783	Santana	2003-07-27 00:00:00
000555	Polo	2003-07-27 00:00:00
003167	Santana	2003-07-28 00:00:00
001772	Polo	2003-07-28 00:00:00
004388	Jetta	2003-07-28 00:00:00
005720	Touareg	2003-07-28 00:00:00
003156	MAGOTAN	2003-07-29 00:00:00
001071	Polaris	2003-07-30 00:00:00
001422	Touareg	2003-07-30 00:00:00
003279	Santana	2003-07-31 00:00:00
002822	Touareg	2003-08-01 00:00:00
000986	Santana	2003-08-01 00:00:00
003488	Polo	2003-08-01 00:00:00
004997	Jetta	2003-08-01 00:00:00
000655	Touareg	2003-08-01 00:00:00
005741	MAGOTAN	2003-08-02 00:00:00
001161	MAGOTAN	2003-08-02 00:00:00
005267	Touareg	2003-08-02 00:00:00
004164	Santana	2003-08-02 00:00:00
003078	Polaris	2003-08-03 00:00:00
002207	Santana	2003-08-04 00:00:00
003085	Golf	2003-08-05 00:00:00
003457	Santana	2003-08-06 00:00:00
002027	Jetta	2003-08-06 00:00:00
002321	Polo	2003-08-06 00:00:00
004086	Polo	2003-08-07 00:00:00
001909	MAGOTAN	2003-08-07 00:00:00
003380	Polaris	2003-08-07 00:00:00
003324	MAGOTAN	2003-08-07 00:00:00
001651	Touareg	2003-08-08 00:00:00
002962	Santana	2003-08-08 00:00:00
002299	MAGOTAN	2003-08-08 00:00:00
001063	Sagitar	2003-08-09 00:00:00
003888	Golf	2003-08-09 00:00:00
003555	Golf	2003-08-09 00:00:00
003891	Polo	2003-08-09 00:00:00
005654	Sagitar	2003-08-09 00:00:00
004222	Golf	2003-08-10 00:00:00
001528	Polo	2003-08-10 00:00:00
002102	Golf	2003-08-11 00:00:00
003714	Polaris	2003-08-11 00:00:00
001060	Golf	2003-08-12 00:00:00
005793	Polo	2003-08-13 00:00:00
002190	Polaris	2003-08-13 00:00:00
005746	Santana	2003-08-13 00:00:00
004923	Sagitar	2003-08-14 00:00:00
000728	MAGOTAN	2003-08-14 00:00:00
001300	Polaris	2003-08-15 00:00:00
002966	Jetta	2003-08-15 00:00:00
000987	MAGOTAN	2003-08-15 00:00:00
003098	Golf	2003-08-15 00:00:00
001218	Polo	2003-08-16 00:00:00
003640	Jetta	2003-08-17 00:00:00
000530	Santana	2003-08-17 00:00:00
001898	Santana	2003-08-17 00:00:00
003280	Santana	2003-08-18 00:00:00
001508	Touareg	2003-08-18 00:00:00
002770	Sagitar	2003-08-18 00:00:00
001591	Jetta	2003-08-18 00:00:00
004631	Jetta	2003-08-18 00:00:00
003850	Touareg	2003-08-19 00:00:00
003857	Sagitar	2003-08-19 00:00:00
001911	Touareg	2003-08-19 00:00:00
005788	Polaris	2003-08-20 00:00:00
005855	Golf	2003-08-21 00:00:00
004926	Touareg	2003-08-22 00:00:00
004135	Touareg	2003-08-22 00:00:00
004824	Sagitar	2003-08-22 00:00:00
003856	Jetta	2003-08-22 00:00:00
005871	Golf	2003-08-23 00:00:00
001824	Golf	2003-08-24 00:00:00
001451	Touareg	2003-08-25 00:00:00
004408	Sagitar	2003-08-26 00:00:00
004497	MAGOTAN	2003-08-26 00:00:00
003404	Golf	2003-08-27 00:00:00
000819	MAGOTAN	2003-08-28 00:00:00
003460	Polo	2003-08-28 00:00:00
001486	MAGOTAN	2003-08-28 00:00:00
004416	Touareg	2003-08-29 00:00:00
003109	Jetta	2003-08-29 00:00:00
004878	Jetta	2003-08-29 00:00:00
002443	Polaris	2003-08-29 00:00:00
004442	Sagitar	2003-08-29 00:00:00
000724	Sagitar	2003-08-30 00:00:00
004842	Touareg	2003-08-31 00:00:00
004802	Touareg	2003-08-31 00:00:00
005763	MAGOTAN	2003-09-01 00:00:00
005293	MAGOTAN	2003-09-02 00:00:00
004143	Santana	2003-09-02 00:00:00
001434	Touareg	2003-09-02 00:00:00
002999	Sagitar	2003-09-02 00:00:00
003742	MAGOTAN	2003-09-03 00:00:00
005172	Sagitar	2003-09-03 00:00:00
005597	MAGOTAN	2003-09-03 00:00:00
003692	Santana	2003-09-04 00:00:00
005772	Touareg	2003-09-04 00:00:00
002730	MAGOTAN	2003-09-04 00:00:00
002978	Touareg	2003-09-04 00:00:00
001744	Santana	2003-09-05 00:00:00
004343	Sagitar	2003-09-05 00:00:00
003440	Polaris	2003-09-05 00:00:00
000952	Sagitar	2003-09-05 00:00:00
002510	Polaris	2003-09-05 00:00:00
000031	Polo	2003-09-06 00:00:00
004070	Golf	2003-09-06 00:00:00
004034	Polaris	2003-09-06 00:00:00
005595	Sagitar	2003-09-06 00:00:00
002022	Santana	2003-09-07 00:00:00
004193	Sagitar	2003-09-08 00:00:00
004069	MAGOTAN	2003-09-08 00:00:00
000525	Santana	2003-09-08 00:00:00
000024	MAGOTAN	2003-09-08 00:00:00
005254	Polaris	2003-09-09 00:00:00
000182	Golf	2003-09-10 00:00:00
002099	Sagitar	2003-09-10 00:00:00
000634	Polo	2003-09-10 00:00:00
000225	Sagitar	2003-09-10 00:00:00
003380	Jetta	2003-09-10 00:00:00
003614	Jetta	2003-09-11 00:00:00
001522	Sagitar	2003-09-11 00:00:00
